"seqnames","start","end","width","strand","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS"
"chr1",28287111,28287658,548,"*",179.864619686628,1.70827226271975,0.364397057295559,4.68794198119494,2.75966226134999e-06,0.000272745041846976,"Distal Intergenic",1,28259518,28282491,22974,1,"83667","ENST00000253063.4",27593
"chr1",28313927,28314737,811,"*",183.546513493268,1.52056419073918,0.32437834511035,4.68762546470821,2.76393254916225e-06,0.000272745041846976,"Distal Intergenic",1,28329002,28335016,6015,1,"54797","ENST00000479574.5",-14265
"chr1",28334718,28335610,893,"*",27.4970573597638,3.17126669026901,0.676552180036121,4.68739408998681,2.76705815640984e-06,0.000272745041846976,"3' UTR",1,28330283,28334585,4303,1,"54797","ENST00000474683.1",4435
"chr1",28368354,28371172,2819,"*",125.826163419755,1.57983952090123,0.337076375203808,4.68688889853524,2.77389450614794e-06,0.000273002728557126,"Promoter (<=1kb)",1,28369582,28459239,89658,1,"65979","ENST00000633371.1",0
"chr1",28391853,28392545,693,"*",144.413400675121,1.58563596492011,0.338351558560182,4.6863563202357,2.78111900855665e-06,0.000273297775398604,"Intron (ENST00000633371.1/65979, intron 1 of 4)",1,28369744,28497156,127413,1,"65979","ENST00000493669.2",22109
"chr1",28437254,28438424,1171,"*",38.8493367925384,2.69099908573982,0.574300468944714,4.68569891764946,2.790061672064e-06,0.000273760512560441,"Promoter (<=1kb)",1,28438151,28460286,22136,1,"65979","ENST00000633167.1",0
"chr1",28473792,28474496,705,"*",68.9536610387498,2.06229285363487,0.440327682388155,4.68354122650171,2.81960711142295e-06,0.000275902731933509,"3' UTR",1,28491695,28500364,8670,1,"65979","ENST00000632964.1",-17199
"chr1",28510330,28511314,985,"*",96.2807280511092,1.85732164412329,0.396568581349527,4.68348157537546,2.82042816857224e-06,0.000275902731933509,"Promoter (<=1kb)",1,28510077,28536026,25950,1,"1104","ENST00000419074.5",253
"chr1",28517494,28519293,1800,"*",90.0366023366463,1.70422936097173,0.363914913199669,4.68304347845363,2.82646530811631e-06,0.00027607563940802,"Promoter (<=1kb)",1,28518136,28538983,20848,1,"1104","ENST00000373832.5",0
"chr1",28537530,28538327,798,"*",124.901039514195,-1.47485762143574,0.315050893684058,-4.68133133726251,2.85017839406531e-06,0.000277971923286058,"Promoter (1-2kb)",1,28536093,28537898,1806,1,"1104","ENST00000478232.1",1437
"chr1",28553094,28553969,876,"*",92.7123754477686,2.08775522579988,0.446187925795814,4.67909395368822,2.88145390828413e-06,0.000279907194623431,"Promoter (<=1kb)",1,28553097,28554048,952,1,"54952","ENST00000411406.3",0
"chr1",28576962,28577572,611,"*",278.53951109689,-1.54651256517309,0.330494621516763,-4.67938799752797,2.87732486876186e-06,0.000279907194623431,"Promoter (1-2kb)",1,28578749,28578822,74,2,"692212","ENST00000408612.1",1250
"chr1",28601566,28602316,751,"*",182.121419885604,-1.35991114193031,0.290642439477356,-4.67898337343906,2.88300817524018e-06,0.000279907194623431,"Intron (ENST00000685589.1/6883, intron 3 of 4)",1,28592265,28595449,3185,1,"115273","ENST00000465518.3",9301
"chr1",28616508,28617592,1085,"*",223.698908232752,-2.13270448861573,0.456007642515913,-4.67690514318806,2.91236891536921e-06,0.000281981373361355,"Promoter (<=1kb)",1,28603227,28615605,12379,2,"6883","ENST00000688425.1",-903
"chr1",28636187,28636910,724,"*",119.618168850307,1.70037383080403,0.363572135941024,4.6768540895,2.91309378768322e-06,0.000281981373361355,"Intron (ENST00000685589.1/6883, intron 1 of 4)",1,28603101,28643005,39905,2,"6883","ENST00000263974.4",6095
"chr1",28642631,28643451,821,"*",63.5804872844107,2.13309762164462,0.456212763731616,4.67566405682479,2.93003927802496e-06,0.000283197712640316,"Promoter (<=1kb)",1,28643228,28648530,5303,1,"105378616","ENST00000420776.1",0
"chr1",28648241,28649244,1004,"*",46.018505983073,2.29701545601153,0.491349182162794,4.67491458091097,2.94075994624489e-06,0.000283809669976329,"Promoter (<=1kb)",1,28648600,28648730,131,1,"26824","ENST00000602813.1",0
"chr1",28668315,28669947,1633,"*",152.896301979925,1.53555319437871,0.328551859557723,4.67370112117393,2.95819737733524e-06,0.000285067065001303,"Promoter (<=1kb)",1,28668778,28714886,46109,1,"10691","ENST00000361872.8",0
"chr1",28720334,28721031,698,"*",64.5128750161472,2.34671613366563,0.502166012046554,4.67318790473632,2.96560211491678e-06,0.000285150061780265,"Distal Intergenic",1,28736621,28742871,6251,1,"51441","ENST00000474884.5",-15590
"chr1",28755917,28756870,954,"*",113.384931771616,1.90763752818333,0.408222796363107,4.67303037747682,2.96787849829292e-06,0.000285150061780265,"Intron (ENST00000542507.5/51441, intron 5 of 5)",1,28739091,28742883,3793,1,"51441","ENST00000468863.1",16826
"chr1",28855669,28856966,1298,"*",34.3905550536272,3.0442922721693,0.651549066895414,4.67239142352722,2.97712904900631e-06,0.000285614453171806,"Intron (ENST00000234961.7/4985, intron 1 of 2)",1,28887091,29120041,232951,1,"2035","ENST00000647103.1",-30125
"chr1",28865902,28866496,595,"*",60.1480137061291,2.20790407941001,0.472658101753035,4.67124983412142,2.99372548294373e-06,0.000286781160670555,"3' UTR",1,28887091,29120041,232951,1,"2035","ENST00000647103.1",-20595
"chr1",28906023,28906705,683,"*",56.9277021520842,2.37163993006344,0.50790384562683,4.66946637731495,3.01983116653812e-06,0.000288708897508911,"Intron (ENST00000647103.1/2035, intron 1 of 17)",1,28914544,29072293,157750,1,"2035","ENST00000644600.1",-7839
"chr1",28914227,28915306,1080,"*",65.9158248476325,2.4733110671016,0.529728221627608,4.66901887821318,3.0264157117722e-06,0.000288708897508911,"Promoter (<=1kb)",1,28914544,29072293,157750,1,"2035","ENST00000644600.1",0
"chr1",28935050,28935690,641,"*",47.0883452405375,2.4213130573622,0.518597650528528,4.66896264357258,3.02724412723345e-06,0.000288708897508911,"Intron (ENST00000647103.1/2035, intron 1 of 17)",1,28914626,29065950,151325,1,"2035","ENST00000645184.1",20424
"chr1",28971944,28972882,939,"*",41.6544608756363,2.42739014949342,0.519968125569646,4.6683441351989,3.03636999281425e-06,0.000289152754205247,"Intron (ENST00000647103.1/2035, intron 1 of 17)",1,28987498,29072224,84727,1,"2035","ENST00000645111.1",-14616
"chr1",28990509,28991582,1074,"*",36.5540680441043,3.20472410989568,0.686774862379185,4.66633868746097,3.06614150918048e-06,0.000291130361417209,"Promoter (2-3kb)",1,28987611,29065607,77997,1,"2035","ENST00000642643.1",2898
"chr1",29010042,29010853,812,"*",250.136110300844,-1.51119106168798,0.323835621422071,-4.66653747062116,3.06317805253964e-06,0.000291130361417209,"Intron (ENST00000647103.1/2035, intron 4 of 17)",1,29015692,29072806,57115,1,"2035","ENST00000636666.1",-4839
"chr1",29026001,29027021,1021,"*",78.7044111954877,2.12018980295549,0.45451094711829,4.66477169889528,3.08959863604429e-06,0.000292527347794002,"Intron (ENST00000647103.1/2035, intron 7 of 17)",1,29018359,29072314,53956,1,"2035","ENST00000644848.1",7642
"chr1",29043183,29044007,825,"*",277.268283858762,-1.32379724378851,0.28378730331403,-4.66475148228757,3.08990239160087e-06,0.000292527347794002,"Intron (ENST00000647103.1/2035, intron 11 of 17)",1,29039418,29069522,30105,1,"2035","ENST00000644470.1",3765
"chr1",29075263,29076125,863,"*",229.397123914735,1.29044209346664,0.276769668492028,4.66251269692081,3.12371808095479e-06,0.000294006892041656,"Intron (ENST00000647103.1/2035, intron 13 of 17)",1,29082466,29109346,26881,1,"2035","ENST00000650132.1",-6341
"chr1",29146015,29146817,803,"*",105.276469151838,2.08844085626679,0.447842994914159,4.66333264109019,3.11129225741481e-06,0.000294006892041656,"Exon (ENST00000413004.1/ENST00000413004.1, exon 2 of 3)",1,29154872,29159540,4669,2,"6429","ENST00000477193.1",12723
"chr1",29165636,29166685,1050,"*",50.6062325441717,2.76859375734115,0.593788490811899,4.66259248904539,3.12250678551198e-06,0.000294006892041656,"3' UTR",1,29154697,29160563,5867,2,"6429","ENST00000497015.5",-5073
"chr1",29197220,29197947,728,"*",157.786726391176,-2.12824959561586,0.456437944611959,-4.66273591128624,3.12033067691358e-06,0.000294006892041656,"Promoter (2-3kb)",1,29193817,29200589,6773,2,"51102","ENST00000483435.5",2642
"chr1",29202724,29203865,1142,"*",203.780160622819,-1.24913908025794,0.268020682448802,-4.66060704287833,3.15278141585747e-06,0.000296311045248198,"Promoter (<=1kb)",1,29193811,29203201,9391,2,"51102","ENST00000475773.5",0
"chr1",29256664,29257401,738,"*",62.6883562166349,2.71246291029418,0.582113997178081,4.65967649540024,3.1670673741695e-06,0.000297221688651921,"Promoter (2-3kb)",1,29260181,29275685,15505,1,"10076","ENST00000527027.1",-2780
"chr1",29271719,29272487,769,"*",99.258372562152,-1.74961122272573,0.375790968561154,-4.65580966308137,3.22709965622773e-06,0.000302416653436727,"Intron (ENST00000345512.7/10076, intron 7 of 30)",1,29279551,29312706,33156,1,"10076","ENST00000415600.6",-7064
"chr1",29291953,29292550,598,"*",68.0685294131603,-2.22180729649176,0.477243046203326,-4.65550480864456,3.23187863206604e-06,0.000302426200040553,"Exon (ENST00000345512.7/10076, exon 16 of 31)",1,29283723,29304040,20318,1,"10076","ENST00000531385.1",8230
"chr1",29398372,29398882,511,"*",134.860602742246,2.13430236866122,0.458495166149342,4.65501607483911,3.23955431459203e-06,0.000302706389502652,"Distal Intergenic",1,29329620,29350114,20495,2,"101928460","ENST00000417651.1",-48258
"chr1",29579765,29580401,637,"*",67.2045874587592,2.2610804148607,0.48590461046237,4.65334217082059,3.26597609267881e-06,0.000304295792692658,"Distal Intergenic",1,29329620,29350114,20495,2,"101928460","ENST00000417651.1",-229651
"chr1",29590713,29591330,618,"*",72.0534913992217,-1.90756010717627,0.410062722573132,-4.65187397480655,3.28932089979248e-06,0.000306029897412204,"Distal Intergenic",1,29329620,29350114,20495,2,"101928460","ENST00000417651.1",-240599
"chr1",29601259,29602027,769,"*",81.3041733176389,2.0825450680164,0.447736107980101,4.65127790879211,3.29884415081156e-06,0.000306474944878773,"Distal Intergenic",1,29329620,29350114,20495,2,"101928460","ENST00000417651.1",-251145
"chr1",29664298,29664922,625,"*",92.180234999069,1.69434260293795,0.36432859158116,4.65058917167226,3.30988092269041e-06,0.000307059125311455,"Distal Intergenic",1,29329620,29350114,20495,2,"101928460","ENST00000417651.1",-314184
"chr1",29719375,29719991,617,"*",78.5903381230243,2.04860679622949,0.440606736916679,4.64951310224041,3.32719547634493e-06,0.000308223190108796,"Distal Intergenic",1,30013952,30037612,23661,2,"101929406","ENST00000445180.2",317621
"chr1",29766876,29768072,1197,"*",147.98170039688,1.87918324756354,0.404298291543004,4.64801184390773,3.35149674410556e-06,0.000310030230286995,"Intron (ENST00000641702.1/ENST00000641702.1, intron 2 of 4)",1,30013952,30037612,23661,2,"101929406","ENST00000445180.2",269540
"chr1",29906764,29907442,679,"*",75.5033660363951,1.98668257452276,0.427521633919506,4.64697553737552,3.36837091840875e-06,0.00031070218538549,"Distal Intergenic",1,30013952,30037612,23661,2,"101929406","ENST00000445180.2",130170
"chr1",29946058,29946971,914,"*",93.4416208883708,2.24237713128685,0.48253888032138,4.64703928063451,3.36733063993841e-06,0.00031070218538549,"Distal Intergenic",1,30013952,30037612,23661,2,"101929406","ENST00000445180.2",90641
"chr1",29960264,29961251,988,"*",83.323976700352,1.77629677133128,0.382315348855952,4.64615605061819,3.38177227449267e-06,0.000311323015674871,"Distal Intergenic",1,30013952,30037612,23661,2,"101929406","ENST00000445180.2",76361
"chr1",29974507,29975226,720,"*",134.639774464597,-1.73960067439841,0.374431732014909,-4.64597555617734,3.38473082722869e-06,0.000311323015674871,"Distal Intergenic",1,30013952,30037612,23661,2,"101929406","ENST00000445180.2",62386
"chr1",29983390,29984894,1505,"*",257.393016282642,-1.61391376483274,0.347546935575268,-4.64372894602379,3.42176421198988e-06,0.000314282238226531,"Distal Intergenic",1,30013952,30037612,23661,2,"101929406","ENST00000445180.2",52718
"chr1",29989851,29990653,803,"*",42.7348673504972,3.39647395021405,0.731536063519638,4.64293439461153,3.43495445856941e-06,0.000315046227298662,"Distal Intergenic",1,30013952,30037612,23661,2,"101929406","ENST00000445180.2",46959
"chr1",30029040,30030045,1006,"*",313.974353828676,1.16246505112041,0.250405079526384,4.64233813994147,3.44488481478663e-06,0.000315063220663251,"Exon (ENST00000445180.2/101929406, exon 3 of 7)",1,30013952,30037612,23661,2,"101929406","ENST00000445180.2",7567
"chr1",30161488,30162309,822,"*",117.685501444959,-1.51719987659648,0.326807086936512,-4.6424938051947,3.4422896271916e-06,0.000315063220663251,"Distal Intergenic",1,30013952,30037612,23661,2,"101929406","ENST00000445180.2",-123876
"chr1",30335255,30336317,1063,"*",45.2184478582189,2.27444474459671,0.49003179825314,4.64142276624624,3.4601835470334e-06,0.000316015435501027,"Distal Intergenic",1,30013952,30037612,23661,2,"101929406","ENST00000445180.2",-297643
"chr1",30435714,30436636,923,"*",41.2205101241051,2.71166658551607,0.584303736959974,4.64085100606129,3.46977246501248e-06,0.000316444227588395,"Distal Intergenic",1,30713767,30716135,2369,2,"4146","ENST00000494561.1",279499
"chr1",30477025,30477532,508,"*",108.313618847038,1.80878470308989,0.390003456638167,4.6378683888641,3.52020814095629e-06,0.000320591800848415,"Distal Intergenic",1,30713767,30716135,2369,2,"4146","ENST00000494561.1",238603
"chr1",30492409,30493201,793,"*",21.0533341143327,4.77058369602489,1.02877777033717,4.63713722591554,3.53267887453704e-06,0.00032127503334239,"Distal Intergenic",1,30713767,30716135,2369,2,"4146","ENST00000494561.1",222934
"chr1",30570134,30571762,1629,"*",205.494365662665,1.65611387018193,0.357331422171845,4.63467181284014,3.57504200453093e-06,0.000324333220704464,"Distal Intergenic",1,30713767,30716135,2369,2,"4146","ENST00000494561.1",144373
"chr1",30586688,30588834,2147,"*",731.263610324236,-1.24804919349009,0.269289700381061,-4.63459683650741,3.57633792181195e-06,0.000324333220704464,"Distal Intergenic",1,30713767,30716135,2369,2,"4146","ENST00000494561.1",127301
"chr1",30621371,30622116,746,"*",32.2407451903905,2.98631175539637,0.64441648746991,4.6341330699361,3.58436384094847e-06,0.000324605812772506,"Distal Intergenic",1,30713767,30716135,2369,2,"4146","ENST00000494561.1",94019
"chr1",30727552,30728244,693,"*",162.786462895749,-1.65732879101971,0.357705609307133,-4.63322002198934,3.60021549522983e-06,0.000325365239398285,"Promoter (1-2kb)",1,30725720,30726364,645,1,"100129196","ENST00000443076.1",1832
"chr1",30809388,30809999,612,"*",99.3117975223377,-1.79885375622429,0.388263821265613,-4.63307075678752,3.60281330955556e-06,0.000325365239398285,"Distal Intergenic",1,30824217,30834399,10183,1,"105378622","ENST00000658212.1",-14218
"chr1",30815897,30817647,1751,"*",103.327094201923,2.02177895489651,0.436534662755151,4.63142821726052,3.63151905769375e-06,0.000327500214490287,"Distal Intergenic",1,30824217,30834399,10183,1,"105378622","ENST00000658212.1",-6570
"chr1",30822959,30824335,1377,"*",96.6144695319107,2.27230873724923,0.490730837904332,4.63045841372663,3.64857059288992e-06,0.000328579697920411,"Promoter (<=1kb)",1,30824217,30834399,10183,1,"105378622","ENST00000658212.1",0
"chr1",30840521,30842205,1685,"*",127.741990790836,2.27134010970782,0.490606425780366,4.62965829706571,3.66269637756195e-06,0.000329393060458322,"Distal Intergenic",1,30824677,30833844,9168,1,"105378622","ENST00000667276.1",15844
"chr1",30919033,30919884,852,"*",69.8503086087228,3.06975029657975,0.663368031981584,4.62752220273552,3.70066569203998e-06,0.000332147109986217,"Distal Intergenic",1,30869466,30908758,39293,2,"9672","ENST00000339394.7",-10275
"chr1",30929002,30930111,1110,"*",62.9348780516868,2.22877003333927,0.481650622593105,4.62735835643695,3.70359360820374e-06,0.000332147109986217,"Distal Intergenic",1,30933305,30945372,12068,2,"9698","ENST00000530669.1",15261
"chr1",30935926,30936741,816,"*",26.9839414449883,3.20338753383663,0.69236305658077,4.62674532297626,3.71456816309851e-06,0.000332220674141514,"3' UTR",1,30933305,30945372,12068,2,"9698","ENST00000530669.1",8631
"chr1",30976895,30977870,976,"*",94.1943430127912,2.20082990814351,0.475676307620104,4.62673854654369,3.71468964915969e-06,0.000332220674141514,"Promoter (2-3kb)",1,30966016,30974859,8844,2,"9698","ENST00000471894.1",-2036
"chr1",31007332,31007914,583,"*",140.132941284255,-1.4627349801412,0.316187765225518,-4.62615933003578,3.72508777585164e-06,0.000332690470544673,"Intron (ENST00000424085.6/9698, intron 3 of 17)",1,30967225,30995104,27880,2,"9698","ENST00000532678.1",-12228
"chr1",31046913,31047913,1001,"*",123.255566089421,-1.49799371207212,0.323939300679525,-4.62430371655984,3.75858806818668e-06,0.000335219397347613,"Intron (ENST00000424085.6/9698, intron 2 of 17)",1,31059279,31061916,2638,2,"9698","ENST00000531867.1",14003
"chr1",31100700,31101506,807,"*",117.501262270228,-1.51119795370372,0.326922373546327,-4.6224978037166,3.79146827545685e-06,0.000337686129696027,"Distal Intergenic",1,30932850,31065991,133142,2,"9698","ENST00000373741.8",-34709
"chr1",31102513,31103253,741,"*",47.6376829300315,2.7212280338032,0.588789492389515,4.62173335118379,3.80546954701088e-06,0.000338466941374512,"Distal Intergenic",1,30932850,31065991,133142,2,"9698","ENST00000373741.8",-36522
"chr1",31110686,31111416,731,"*",115.457271477321,1.92767303456558,0.417121802848317,4.62136723950286,3.81219257670218e-06,0.000338599154123818,"Distal Intergenic",1,30932850,31065991,133142,2,"9698","ENST00000373741.8",-44695
"chr1",31120079,31122484,2406,"*",137.583274565515,-1.52319849930592,0.329619478562379,-4.62108157548601,3.81744622546336e-06,0.000338600672681325,"Distal Intergenic",1,30932850,31065991,133142,2,"9698","ENST00000373741.8",-54088
"chr1",31166537,31167530,994,"*",35.9504217219453,2.93339559157314,0.635003444128048,4.61949556132111,3.84674108811767e-06,0.000340731678765447,"Distal Intergenic",1,31181589,31188153,6565,2,"79570","ENST00000526106.5",20623
"chr1",31170727,31171246,520,"*",82.5589103455742,2.13858332126569,0.46311291589227,4.61784426190172,3.87747074295716e-06,0.000342983769781605,"Distal Intergenic",1,31181589,31188153,6565,2,"79570","ENST00000526106.5",16907
