"","CHR","START","END","GFP_1","GFP_3","YAF_2","YAF_3"
"3056",3,119205836,119207550,46,46,119,94
"3057",3,119308947,119324849,1017,938,1048,594
"3058",3,119334246,119348558,941,921,1003,631
"3059",3,119355288,119382532,1505,1385,1763,1171
"3060",3,119415723,119425361,547,544,825,514
"3061",3,119429531,119433886,213,168,413,314
"3062",3,119468904,119498861,1617,1647,2036,1339
"3063",3,119528499,119534721,407,373,464,344
"3064",3,119567009,119569063,81,63,141,141
"3065",3,119583716,119586924,131,145,267,168
"3066",3,119613276,119618529,137,137,374,246
"3067",3,119658122,119669944,703,663,710,478
"3068",3,119706245,119750429,2369,2223,2480,1708
"3069",3,119750630,119765817,795,756,908,614
"3070",3,119781775,119812264,1588,1619,1632,1067
"3071",3,120056337,120059964,169,138,263,160
"3072",3,120104124,120139598,2172,2133,2726,1705
"3073",3,120140834,120148489,414,393,552,379
"3074",3,120167011,120201745,2231,2012,2264,1376
"3075",3,120203744,120245919,2714,2546,2553,1859
"3076",3,120297030,120304211,467,424,464,337
"3077",3,120304741,120310117,266,287,344,253
"3078",3,120339436,120341049,29,27,129,107
"3079",3,120343459,120345078,34,42,126,123
"3080",3,120508153,120518383,572,532,728,445
"3081",3,120545844,120551230,279,296,509,354
"3082",3,120588149,120592426,177,167,343,265
"3083",3,120672983,120678260,144,103,447,282
"3084",3,120679276,120685394,177,193,427,270
"3085",3,120706093,120720613,545,503,1019,719
"3086",3,120801795,120811030,422,407,800,589
"3087",3,120949335,120959102,404,418,571,338
"3088",3,121111035,121114086,109,105,130,118
"3089",3,121412309,121421931,194,195,492,343
"3090",3,121462998,121465277,96,72,237,182
"3091",3,121594875,121598098,148,142,302,223
"3092",3,121962430,121965845,78,64,241,205
"3093",3,122099254,122107447,158,148,700,521
"3094",3,122201283,122207754,127,141,382,267
"3095",3,122505270,122510242,200,196,295,247
"3096",3,122627998,122630822,60,64,128,94
"3097",3,122653245,122661944,341,358,582,370
"3098",3,122662798,122665058,140,116,212,149
"3099",3,122680780,122682939,55,65,144,92
"3100",3,122776792,122783464,196,164,382,250
"3101",3,122791317,122792446,57,50,137,118
"3102",3,122855666,122857905,29,39,121,110
"3103",3,122976096,122985833,604,551,619,401
"3104",3,123173039,123175594,64,60,202,164
"3105",3,123509412,123512358,178,167,279,167
"3106",3,123543400,123545286,81,54,119,101
"3107",3,123573963,123588711,970,792,915,572
"3108",3,123589853,123595048,283,315,390,249
"3109",3,123636585,123643426,326,269,350,253
"3110",3,123690318,123692294,47,42,96,59
"3111",3,124068894,124070454,101,102,117,104
"3112",3,124074402,124076748,224,171,220,141
"3113",3,124481113,124483145,81,67,169,169
"3114",3,124497796,124499109,54,39,98,52
"3115",3,124642764,124645075,49,65,149,121
"3116",3,124735996,124743475,406,372,442,256
"3117",3,124812392,124815274,39,43,219,227
"3118",3,124860529,124882835,1471,1316,1706,1040
"3119",3,125068202,125071956,124,99,277,175
"3120",3,125110795,125112260,104,81,216,123
"3121",3,125136309,125143485,345,273,366,249
"3122",3,125297639,125305661,413,352,512,368
"3123",3,125337602,125365028,1376,1316,1559,1075
"3124",3,125591754,125593616,61,64,181,120
"3125",3,125719317,125722063,102,89,203,154
"3126",3,126079377,126085562,270,229,566,453
"3127",3,126109619,126116937,448,423,699,468
"3128",3,126136114,126141723,310,283,346,224
"3129",3,126317530,126321332,161,133,360,235
"3130",3,126331421,126333735,115,135,295,168
"3131",3,126353392,126361833,386,380,759,507
"3132",3,126431064,126433665,137,140,227,132
"3133",3,126540587,126551326,503,523,710,460
"3134",3,126585659,126597496,589,553,659,473
"3135",3,126636425,126638647,78,90,266,239
"3136",3,126644003,126645895,75,82,176,120
"3137",3,126647066,126648579,52,59,171,156
"3138",3,127017186,127019272,57,63,199,156
"3139",3,127071253,127074741,155,110,191,140
"3140",3,128035016,128040286,185,175,487,359
"3141",3,128333274,128338138,110,110,491,358
"3142",3,128448189,128449991,31,25,198,155
"3143",3,128451215,128457650,138,133,432,327
"3144",3,128465733,128470041,69,74,293,218
"3145",3,128496383,128505202,118,102,600,531
"3146",3,128505375,128510658,79,76,294,261
"3147",3,128552681,128554481,63,62,175,121
"3148",3,128788677,128791717,105,97,224,191
"3149",3,128883546,128896628,760,665,746,542
"3150",3,128900613,128910314,497,464,588,378
"3151",3,128936075,128945436,621,543,561,343
"3152",3,129248642,129249925,15,16,93,89
"3153",3,129643069,129645163,101,98,164,150
"3154",3,130036466,130038653,47,52,149,110
"3155",3,130067696,130072586,153,135,350,232
"3156",3,130100095,130105352,83,86,376,278
"3157",3,130121583,130124604,50,70,264,159
"3158",3,130165162,130166912,74,71,158,119
"3159",3,130206148,130221014,872,764,826,540
"3160",3,130379126,130385019,322,290,461,351
"3161",3,130413093,130417079,273,256,373,253
"3162",3,130418155,130431622,990,885,875,571
"3163",3,130447515,130453267,224,221,460,325
"3164",3,130471867,130479724,270,281,567,320
"3165",3,130522156,130526285,171,150,344,241
"3166",3,130527214,130530087,135,130,260,173
"3167",3,130579111,130582563,79,69,298,195
"3168",3,130672274,130673922,54,50,136,89
"3169",3,130724417,130728524,158,155,387,247
"3170",3,130771480,130776596,142,110,434,363
"3171",3,130796603,130798789,42,42,187,175
"3172",3,130945074,130946347,66,67,93,81
"3173",3,131747894,131750504,91,100,205,191
"3174",3,132024599,132026829,50,37,152,141
"3175",3,132054488,132056849,68,59,147,146
"3176",3,132310645,132313535,60,67,221,124
"3177",3,132317778,132319478,90,80,243,162
"3178",3,133133610,133135479,55,54,118,67
"3179",3,133341545,133345070,85,87,205,150
"3180",3,133924842,133939378,908,893,987,575
"3181",3,133941650,133959895,1248,1205,1309,740
"3182",3,134006756,134011058,209,147,236,186
"3183",3,134014551,134048118,1807,1754,2041,1250
"3184",3,134049348,134051250,106,102,111,54
"3185",3,134117827,134121940,65,74,295,231
"3186",3,134124791,134127289,74,87,278,203
"3187",3,134138973,134141863,99,97,147,129
"3188",3,134736016,134739557,158,178,126,47
"3189",3,134862650,134868949,411,377,463,296
"3190",4,149338,159508,500,551,475,323
"3191",4,160730,183013,1363,1283,1124,729
"3192",4,508677,510969,95,94,249,185
"3193",4,537068,543398,238,248,473,343
"3194",4,568346,573523,262,245,410,238
"3195",4,1473526,1475663,105,96,184,158
"3196",4,1516926,1520674,260,255,355,272
"3197",4,1523070,1539062,821,782,647,441
"3198",4,1582593,1584675,45,39,74,49
"3199",4,1590048,1594041,159,153,292,227
"3200",4,1628786,1635972,274,306,350,224
"3201",4,1651802,1653943,58,58,75,74
"3202",4,1819066,1848246,1730,1693,1641,1007
"3203",4,1911605,1919750,407,409,426,272
"3204",4,1933676,1938909,191,162,256,183
"3205",4,2282335,2285598,136,146,180,93
"3206",4,2611693,2614230,99,90,149,101
"3207",4,2639777,2642094,126,124,201,136
"3208",4,2751847,2753879,69,75,68,31
"3209",4,2782061,2785436,151,157,188,148
"3210",4,2812470,2814003,45,43,95,83
"3211",4,2957751,2961916,202,194,248,154
"3212",4,3030379,3039123,403,375,438,283
"3213",4,3116454,3124179,303,292,532,384
"3214",4,3127919,3131774,95,89,301,190
"3215",4,3167611,3171547,157,145,323,208
"3216",4,3201077,3204638,175,147,215,154
"3217",4,3269677,3277977,365,378,524,340
"3218",4,3291192,3317153,1529,1455,1562,953
"3219",4,3452644,3459403,305,281,502,314
"3220",4,3640692,3642124,35,40,105,82
"3221",4,4299839,4308723,367,304,424,287
"3222",4,4379305,4380819,69,55,95,66
"3223",4,4853044,4861565,317,353,375,251
"3224",4,5794497,5798776,156,159,222,106
"3225",4,5964704,5966723,124,144,178,100
"3226",4,6083792,6085414,59,57,151,127
"3227",4,6092379,6094158,101,81,233,145
"3228",4,6214733,6216774,45,49,149,128
"3229",4,6278869,6281394,79,74,221,176
"3230",4,6332770,6334215,64,81,153,110
"3231",4,6335219,6337415,111,95,238,165
"3232",4,6367623,6378512,450,453,937,686
"3233",4,6469093,6471364,104,92,176,130
"3234",4,6531129,6534650,111,117,285,193
"3235",4,6547433,6556804,445,462,755,550
"3236",4,6612759,6614789,98,103,231,165
"3237",4,6693605,6701985,410,374,461,289
"3238",4,6763759,6781156,891,846,1193,911
"3239",4,6814099,6832105,1147,1096,1196,699
"3240",4,6850734,6854046,147,155,218,175
"3241",4,6866314,6874107,350,328,535,316
"3242",4,6923842,6926422,115,115,235,156
"3243",4,7806947,7808263,41,47,98,65
"3244",4,8389046,8390891,71,81,55,50
"3245",4,9363202,9365786,67,67,180,126
"3246",4,11811772,11815757,75,104,294,221
"3247",4,12007094,12012206,118,132,394,272
"3248",4,12091348,12093504,61,50,137,93
"3249",4,12802536,12804995,57,34,143,112
"3250",4,12871769,12873317,36,35,134,117
"3251",4,12899434,12902071,95,69,253,171
"3252",4,13135502,13137300,51,29,154,76
"3253",4,13178118,13180195,59,49,164,87
"3254",4,13389793,13391360,45,50,122,79
"3255",4,14884574,14887212,39,59,194,122
"3256",4,15277750,15280286,79,73,146,127
"3257",4,20450908,20453047,49,63,174,146
"3258",4,22042445,22044456,34,24,89,76
"3259",4,23949672,23951278,38,37,113,91
"3260",4,24044356,24046357,52,55,157,127
"3261",4,24820952,24822921,33,41,152,156
"3262",4,26197811,26199181,38,36,95,70
"3263",4,26274046,26276254,70,72,170,94
"3264",4,29316725,29318161,18,20,75,59
"3265",4,31204975,31206655,41,46,109,109
"3266",4,31231596,31241195,553,525,671,469
"3267",4,42756125,42758948,52,42,189,143
"3268",4,42790150,42791515,21,18,148,124
"3269",4,45273699,45274895,16,18,83,64
"3270",4,47234781,47236779,47,37,148,109
"3271",4,47710884,47718099,339,307,476,325
"3272",4,47732070,47767536,2262,2215,2454,1571
"3273",4,47827496,47829764,79,58,117,85
"3274",4,47902177,47905884,192,136,307,212
"3275",4,47997347,48006262,516,440,486,333
"3276",4,48681508,48682599,22,38,100,56
"3277",4,48852168,48853652,42,32,76,65
"3278",4,48956033,48958140,53,65,149,117
"3279",4,48964959,48966681,102,118,145,117
"3280",4,48967938,48974652,549,433,591,354
"3281",4,48975547,48991704,987,891,1011,645
"3282",4,48992934,49000706,456,397,362,275
"3283",4,49056033,49059723,101,127,298,196
"3284",4,49087940,49098438,638,579,789,545
"3285",4,49109016,49111527,124,106,228,154
"3286",4,49292699,49294708,137,109,155,102
"3287",4,49334455,49349571,763,719,815,512
"3288",4,49534822,49557961,1261,1131,1150,737
"3289",4,49578685,49581251,108,86,183,130
"3290",4,49673218,49675980,99,83,226,164
"3291",4,49741181,49742393,59,62,105,75
"3292",4,49909451,49911126,125,98,133,100
"3293",4,49952791,49976905,1406,1317,1252,848
"3294",4,50049650,50066952,1009,934,854,561
"3295",4,50069032,50080005,514,509,526,405
"3296",4,50102750,50112406,366,359,479,377
"3297",4,50597488,50598549,10,14,81,63
"3298",4,50619349,50622308,55,55,216,168
"3299",4,50785757,50787943,23,31,142,125
"3300",4,51371360,51372879,38,48,145,126
"3301",4,51530227,51532339,69,78,106,72
"3302",4,51822164,51825712,147,174,265,154
"3303",4,51826911,51829658,119,97,231,158
"3304",4,52018590,52024066,293,262,260,195
"3305",4,52139449,52144140,207,207,259,173
"3306",4,52145261,52150484,200,194,384,218
"3307",4,52163029,52166987,147,135,291,175
"3308",4,52185045,52188084,116,111,223,146
"3309",4,52266977,52268731,70,51,183,124
"3310",4,52326357,52331163,190,156,324,218
"3311",4,52867206,52880825,633,617,866,489
"3312",4,52982428,52986171,99,94,140,88
"3313",4,53045958,53054943,561,534,629,398
"3314",4,53078675,53081229,84,97,175,120
"3315",4,53427769,53429076,61,50,172,128
"3316",4,53623724,53627148,52,56,166,145
"3317",4,53726281,53727963,77,82,131,92
"3318",4,53936606,53942150,174,176,321,184
"3319",4,54220195,54221468,41,39,88,64
"3320",4,54229008,54230884,44,21,129,90
"3321",4,54279563,54280850,33,37,85,70
"3322",4,54357218,54361267,113,93,259,198
"3323",4,54367181,54372500,251,270,407,254
"3324",4,54397382,54399932,69,86,145,86
"3325",4,54437906,54440707,91,81,136,118
"3326",4,54549030,54550687,95,106,106,48
"3327",4,55656536,55660104,178,182,244,170
"3328",4,55681033,55682606,86,73,129,100
"3329",4,55715966,55730788,596,578,1072,724
"3330",4,55938121,55942282,219,158,300,195
"3331",4,55971729,55974674,86,86,214,136
"3332",4,55995726,55997919,53,42,152,102
"3333",4,56078873,56085507,412,332,382,284
"3334",4,56103761,56105635,49,49,102,80
"3335",4,56126182,56131331,173,150,343,210
"3336",4,56220830,56222655,55,46,147,93
"3337",4,56338135,56340121,71,66,154,121
"3338",4,56486358,56488856,124,129,170,76
"3339",4,56632312,56637444,203,176,397,273
"3340",4,57164818,57169474,225,213,350,228
"3341",4,57181043,57206936,1385,1401,1379,862
"3342",4,57207579,57227940,1541,1540,1322,839
"3343",4,57229201,57245448,1092,1007,1075,692
"3344",4,57454196,57457297,190,166,170,98
"3345",4,57458871,57482292,1161,1148,1067,720
"3346",4,57546154,57547512,56,55,120,94
"3347",4,57751190,57753151,59,60,151,104
"3348",4,57754490,57757118,92,90,143,86
"3349",4,57896854,57900015,73,71,219,134
"3350",4,64733813,64734928,42,35,122,81
"3351",4,64946085,64948499,76,101,129,78
"3352",4,65601672,65604530,63,70,171,156
"3353",4,65695100,65696816,61,60,179,156
"3354",4,65890253,65894043,81,87,292,205
"3355",4,67827384,67828539,31,31,110,124
"3356",4,69878982,69880845,50,54,133,67
"3357",4,71438397,71441569,178,169,216,134
"3358",4,71556566,71557920,25,25,135,76
"3359",4,77063006,77064255,21,13,57,49
"3360",4,78402955,78404112,10,15,96,98
"3361",4,79983375,79984745,23,26,127,93
"3362",4,82685767,82688910,110,84,214,110
"3363",4,88141635,88143094,45,39,132,65
"3364",4,93137535,93139121,15,20,105,65
"3365",4,94560622,94563966,104,110,206,148
"3366",4,94614255,94616986,74,60,236,142
"3367",4,94643674,94645155,43,56,113,119
"3368",4,95605100,95606346,32,38,86,90
"3369",4,95623035,95624985,49,34,95,66
"3370",4,95732914,95734672,58,45,111,131
"3371",4,96219671,96221325,45,35,105,88
"3372",4,98725145,98726283,37,42,143,102
"3373",4,99454056,99456154,49,60,161,141
"3374",4,100163990,100166060,61,49,104,70
"3375",4,103799712,103803192,69,72,251,200
"3376",4,103804199,103809282,53,47,312,190
"3377",4,103839270,103842361,78,75,204,151
"3378",4,104454723,104459654,180,158,399,256
"3379",4,104602662,104604474,37,47,189,158
"3380",4,104693520,104696256,59,72,210,174
"3381",4,104792577,104793655,34,30,113,92
"3382",4,106106925,106109834,63,60,243,196
"3383",4,106223401,106225316,64,50,85,58
"3384",4,107348303,107350093,45,45,119,79
"3385",4,108837336,108842800,235,202,212,171
"3386",4,109543157,109546667,139,160,211,131
"3387",4,109772840,109777905,193,166,182,146
"3388",4,109817699,109823859,282,241,281,186
"3389",4,109837139,109841736,228,200,212,125
"3390",4,110581937,110583720,55,42,134,76
"3391",4,110686431,110690297,239,227,156,104
"3392",4,110920515,110921848,65,65,159,104
"3393",4,111020921,111027088,236,236,304,168
"3394",4,111255383,111257242,119,118,111,69
"3395",4,113039684,113041200,44,50,116,87
"3396",4,113220871,113223456,78,95,167,136
"3397",4,113298143,113300230,79,91,183,101
"3398",4,113358464,113360381,69,66,116,75
"3399",4,114914149,114919575,113,106,362,266
"3400",4,114933116,114934854,36,28,146,109
"3401",4,115435729,115437687,59,56,162,96
"3402",4,116406531,116407624,29,22,83,46
"3403",4,116425979,116427887,53,43,187,131
"3404",4,117684210,117688037,115,117,247,189
"3405",4,117853703,117855804,50,46,117,60
"3406",4,118371427,118374023,87,88,163,103
"3407",4,120086075,120087761,46,55,116,71
"3408",4,120228269,120231979,143,122,340,218
"3409",4,120261882,120265997,126,132,287,213
"3410",4,120355879,120358722,108,93,175,133
"3411",4,120495867,120498021,52,47,136,79
"3412",4,120724921,120727856,94,115,138,90
"3413",4,121164045,121167361,160,135,162,120
"3414",4,121442242,121446001,168,141,184,118
"3415",4,121535691,121540274,246,226,280,179
"3416",4,121763910,121768912,202,205,275,183
"3417",4,121786355,121787468,61,68,111,72
"3418",4,121808418,121814961,294,238,336,188
"3419",4,122026403,122032704,382,358,412,233
"3420",4,122062193,122065787,161,129,311,208
"3421",4,122106075,122109044,115,108,276,186
"3422",4,122189267,122191470,120,126,142,85
"3423",4,122225991,122227541,84,67,109,47
"3424",4,122944225,122953253,407,399,620,395
"3425",4,123049162,123051286,109,111,244,192
"3426",4,123062860,123065923,125,121,204,130
"3427",4,123085100,123087181,120,125,207,159
"3428",4,123088087,123098567,579,549,649,494
"3429",4,123139606,123145470,135,142,419,305
"3430",4,123995058,123996870,71,65,112,87
"3431",4,124320808,124322736,119,126,181,121
"3432",4,124367424,124373230,345,350,503,329
"3433",4,124377956,124400524,1168,1210,1756,1065
"3434",4,124410500,124415891,281,218,334,186
"3435",4,124420045,124424889,185,180,253,158
"3436",4,124477796,124486864,411,434,603,388
"3437",4,124504740,124521624,647,609,1280,794
"3438",4,124535493,124540466,265,208,346,189
"3439",4,124625750,124627501,63,81,188,138
"3440",4,124681387,124683557,88,104,202,148
"3441",4,124684335,124686649,105,123,229,196
"3442",4,125182135,125190410,389,407,404,246
"3443",4,127125452,127126732,79,73,151,135
"3444",4,127292607,127294990,57,85,136,97
"3445",4,129605815,129608519,104,110,266,202
"3446",4,130746838,130750704,96,116,102,79
"3447",4,130776015,130777777,93,95,124,102
"3448",4,131129651,131140793,608,590,602,357
"3449",4,131510938,131513370,90,117,164,80
"3450",4,131824011,131842441,844,813,768,449
"3451",4,132162041,132164358,205,253,160,101
"3452",4,132167291,132177511,696,663,495,274
"3453",4,132186038,132192636,330,352,247,160
"3454",4,132193378,132210659,1088,1106,825,472
"3455",4,132213370,132217416,245,234,193,113
"3456",4,132269591,132288000,880,880,813,519
"3457",4,132555916,132562873,388,354,269,162
"3458",4,132588794,132594468,295,302,202,119
"3459",4,132597764,132612325,753,645,607,404
"3460",5,19633469,19634977,56,35,97,96
"3461",5,19957764,19960492,44,64,115,73
"3462",5,20362203,20364961,126,122,235,156
"3463",5,20424331,20427634,110,114,286,188
"3464",5,20882302,20883437,31,31,151,106
"3465",5,21033019,21034794,39,23,152,93
"3466",5,21637267,21638590,53,33,110,75
"3467",5,24148662,24150489,52,32,109,103
"3468",5,24270283,24273258,95,80,214,156
"3469",5,24629486,24632244,73,75,148,116
"3470",5,24683779,24686156,100,75,166,95
"3471",5,25114249,25117917,143,118,156,111
"3472",5,25752520,25754097,134,117,217,167
"3473",5,26016818,26026777,308,310,511,343
"3474",5,26707074,26708136,79,69,134,82
"3475",5,26925312,26927625,87,74,168,90
"3476",5,26941486,26942640,59,53,112,89
"3477",5,27053823,27055389,61,63,145,100
"3478",5,27193833,27196518,34,47,175,124
"3479",5,27338183,27340664,48,74,114,64
"3480",5,27424262,27427254,117,104,244,162
"3481",5,27824319,27828724,217,206,291,210
"3482",5,29463365,29466432,114,82,175,111
