"CHR","START","END","GFP_1","GFP_3","YAF_2","YAF_3"
"15",74529984,74532015,74,76,276,227
"15",74540235,74542848,118,95,240,160
"15",74543353,74551699,497,439,507,391
"15",74597355,74616919,1389,1309,1399,873
"15",74618027,74638114,1102,1112,1735,1166
"15",74717853,74728982,843,719,725,549
"15",74758674,74764926,428,415,414,273
"15",74767313,74796006,1599,1483,2188,1361
"15",74796717,74805242,505,512,532,355
"15",74812413,74813912,110,91,176,98
"15",74814871,74846743,2389,2212,2426,1667
"15",74863335,74867364,134,136,309,214
"15",74872647,74874178,65,80,118,67
"15",74900051,74903340,141,128,347,293
"15",74946548,74952639,268,253,355,241
"15",74977832,74979129,61,54,126,90
"15",74990654,74993117,84,69,117,69
"15",75017686,75038599,931,946,1233,772
"15",75039498,75053005,945,860,941,588
"15",75089397,75090756,82,59,102,84
"15",75096888,75098906,167,126,151,78
"15",75104658,75106616,106,121,189,150
"15",75108021,75111939,429,362,438,318
"15",75123443,75125033,115,104,80,78
"15",75125925,75128122,144,124,166,79
"15",75170605,75172873,132,101,255,194
"15",75174122,75187218,798,725,807,553
"15",75188055,75217336,2198,2161,2029,1246
"15",75218490,75241511,1725,1728,1443,952
"15",75304431,75310467,320,274,285,258
"15",75366326,75370265,127,133,255,182
"15",75449322,75457641,356,369,694,490
"15",75620313,75621561,67,45,129,107
"15",75638427,75641230,153,120,270,188
"15",75665640,75667994,149,137,228,127
"15",75708655,75710241,90,99,62,49
"15",75717567,75719256,91,80,100,104
"15",75720961,75741358,1462,1467,1401,914
"15",75800688,75804815,256,223,247,209
"15",76112354,76114417,100,76,106,92
"15",76132915,76167392,2115,2084,2287,1627
"15",76174824,76184658,569,551,766,482
"15",76185608,76212849,1901,1763,2952,1809
"15",76216871,76219004,88,76,174,164
"15",76931063,76932732,44,46,142,93
"15",77006979,77038320,2732,2596,2344,1369
"15",77069695,77076962,455,429,581,333
"15",77107110,77108532,81,81,108,65
"15",77495761,77499765,181,162,339,225
"15",77500907,77510805,535,548,988,671
"15",77525064,77534631,538,494,495,353
"15",77536205,77559349,1809,1682,1718,1120
"15",77560727,77594234,2153,1961,1729,1270
"15",77794974,77842331,4572,4317,5997,4006
"15",77850841,77876294,2012,1950,2419,1650
"15",77900021,77910874,546,542,448,286
"15",77957141,77960117,196,205,193,189
"15",77987048,77995808,468,407,400,257
"15",78003423,78005703,116,110,212,165
"15",78006717,78009304,199,203,280,187
"15",78063787,78070664,165,163,505,347
"15",78071579,78073144,79,79,148,132
"15",78074603,78078245,176,189,346,251
"15",78090965,78095122,229,221,266,184
"15",78097167,78114264,1053,970,1210,747
"15",78120637,78132054,775,716,763,550
"15",78146818,78150379,122,112,229,159
"15",78191737,78196811,335,332,449,278
"15",78199884,78219375,1358,1338,1820,1274
"15",78241068,78250018,437,402,499,312
"15",78301504,78309803,319,335,628,463
"15",78322236,78325913,165,149,289,192
"15",78374389,78375515,85,69,181,97
"15",78505895,78508530,127,149,201,165
"15",78564597,78567640,111,102,244,171
"15",78615015,78642632,1747,1646,1665,1156
"15",78709105,78711057,193,152,184,165
"15",78808633,78815056,443,426,478,297
"15",78835555,78844949,422,433,635,411
"15",78924235,78935083,721,745,993,673
"15",78942352,78949655,470,417,450,273
"15",78950979,78952533,79,83,189,140
"15",78987768,78992746,214,229,455,326
"15",78995671,79007505,618,622,1308,840
"15",79024879,79034130,586,540,674,435
"15",79035133,79038311,180,178,239,172
"15",79164123,79180643,689,678,1176,821
"15",79429692,79434787,320,345,439,295
"15",79451344,79453500,115,102,185,111
"15",79638784,79641296,65,74,260,168
"15",80030642,80036933,227,205,461,336
"15",80057283,80059820,79,72,162,136
"15",80150964,80155330,201,182,333,202
"15",80159565,80163578,149,129,305,177
"15",80275352,80281260,308,228,376,284
"15",80401473,80406764,173,194,352,259
"15",80575754,80584676,469,449,655,412
"15",80607404,80610178,159,145,206,156
"15",80613811,80618724,294,252,407,216
"15",80659312,80660959,47,38,102,103
"15",80776464,80785808,587,595,882,512
"15",80836890,80854656,872,778,1345,881
"15",80917346,80931177,593,563,1092,745
"15",80951981,80960196,338,319,776,507
"15",81091989,81093941,68,58,193,144
"15",81164035,81166288,122,111,162,128
"15",81235052,81237238,49,54,191,170
"15",81263574,81276579,757,744,1154,758
"15",81291682,81320367,1286,1282,2063,1365
"15",81322139,81325131,184,168,272,187
"15",81326408,81328097,79,82,184,131
"15",81334694,81340306,305,276,553,385
"15",82042713,82053131,467,512,757,419
"15",82054380,82058936,234,208,319,220
"15",82079966,82083921,164,138,288,191
"15",82106809,82110307,181,161,321,241
"15",82111725,82114934,162,154,311,193
"15",82128004,82130750,47,51,273,186
"15",82132026,82134345,60,51,268,185
"15",82830925,82833791,76,95,194,180
"15",82844804,82857380,657,606,785,488
"15",83285115,83289560,125,124,345,240
"15",83292202,83293612,45,34,92,98
"15",83371154,83374102,113,99,263,190
"15",83375035,83381183,183,148,500,309
"15",83430301,83439079,272,270,679,476
"15",83445085,83450251,252,247,490,292
"15",83732392,83734869,49,39,210,177
"15",84586214,84588629,179,187,206,194
"15",84747483,84751278,115,105,317,201
"15",84817636,84819974,123,103,261,169
"15",84907767,84916048,280,349,865,644
"15",84942761,84950790,288,286,639,537
"15",84959342,84964124,199,184,356,256
"15",85007062,85010803,114,93,334,256
"15",85028912,85032312,94,99,226,191
"15",85329537,85332234,90,123,368,272
"15",85379892,85383731,147,156,353,282
"15",85407039,85408682,21,27,131,122
"15",85493528,85495380,40,44,184,123
"15",85784823,85786880,98,90,232,145
"15",85791783,85797367,286,266,463,306
"15",85797895,85801235,154,178,270,216
"15",85828951,85835035,273,258,326,200
"15",85837243,85841027,228,163,229,190
"15",85857469,85861697,255,220,289,218
"15",85897567,85900565,161,170,241,164
"15",86021607,86024012,90,91,208,177
"15",86076551,86080755,227,197,252,153
"15",86554928,86558998,99,98,265,238
"15",86622947,86625327,105,102,295,203
"15",86875850,86877827,50,49,209,143
"15",86891943,86894876,73,69,199,174
"15",86915047,86917889,147,145,307,200
"15",87712318,87714034,36,25,152,116
"15",87722405,87727268,131,161,384,282
"15",87732764,87737227,136,117,335,216
"15",87751996,87756401,48,52,239,201
"15",87761601,87765668,86,83,377,296
"15",87776190,87782181,136,106,498,402
"15",88114032,88117023,50,46,170,153
"15",88238954,88249888,555,492,959,572
"15",88251215,88266400,1002,882,1046,640
"15",88381530,88386258,163,159,370,219
"15",88392559,88395437,113,91,206,161
"15",88453697,88456321,94,87,197,118
"15",88586023,88587305,38,23,155,132
"15",88603473,88606270,175,173,250,149
"15",88620039,88624684,266,238,404,297
"15",88644001,88661257,1295,1358,1577,986
"15",88683474,88687448,194,195,262,177
"15",88799054,88802494,177,169,320,211
"15",88863583,88883511,1186,1149,1298,811
"15",88887014,88913960,1635,1532,2214,1396
"15",88917834,88919343,62,72,137,100
"15",88981113,88983798,112,100,217,147
"15",89001518,89006064,195,223,383,289
"15",89016198,89019879,146,131,298,230
"15",89040706,89043383,124,136,215,150
"15",89087013,89092016,197,205,445,338
"15",89101214,89102883,61,48,208,140
"15",89121723,89123645,51,52,149,120
"15",89166710,89169064,51,44,198,169
"15",89214594,89220267,354,302,344,232
"15",89340345,89344700,192,188,191,149
"15",89345145,89355174,702,587,724,482
"15",89425547,89431201,396,379,406,282
"15",89432506,89453969,1675,1537,1610,1087
"15",89469146,89485013,992,998,1029,646
"15",89485994,89496712,726,685,651,454
"15",89498170,89506360,490,401,556,359
"15",89553306,89557109,320,331,331,194
"15",89575161,89577200,86,74,151,96
"15",89651997,89657264,229,265,380,229
"15",89758055,89762620,303,287,404,236
"15",89765756,89771192,303,308,483,304
"15",89780413,89785631,234,195,494,356
"15",89820702,89825909,331,284,732,554
"15",89826735,89832027,325,289,593,379
"15",89847955,89849301,24,12,123,99
"15",90098027,90107286,453,454,709,472
"15",90141162,90144490,130,161,211,145
"15",90157983,90162296,133,166,384,238
"15",90164811,90166762,70,69,186,150
"15",90183998,90185657,62,47,167,115
"15",90189886,90193767,205,176,464,224
"15",90217492,90221764,217,253,316,182
"15",90336681,90337986,65,67,144,106
"15",90351747,90353062,71,65,127,59
"15",90361989,90363373,26,15,100,80
"15",90387766,90389784,45,38,149,115
"15",90530062,90532737,72,48,130,91
"15",90559678,90563727,91,70,240,186
"15",90570315,90571591,28,42,134,120
"15",90657544,90663111,327,318,387,296
"15",90680024,90682455,162,153,221,186
"15",90717141,90718692,63,59,135,81
"15",90836284,90841157,362,344,452,294
"15",90841989,90847094,233,225,288,200
"15",90851022,90858614,363,326,355,241
"15",90867531,90874763,348,292,695,474
"15",90878725,90896153,1272,1171,1117,703
"15",90901180,90908005,403,371,467,293
"15",90930298,90936703,365,314,519,315
"15",90952955,90962067,537,505,690,417
"15",91031940,91036239,305,299,270,191
"15",91096923,91106182,477,504,603,389
"15",91258251,91260209,132,107,162,106
"15",91854156,91857497,132,119,263,164
"15",91863243,91868629,135,160,406,272
"15",91885273,91892275,201,197,454,386
"15",91938989,91944752,200,207,445,303
"15",91945843,91949322,118,136,291,186
"15",91964866,91966932,73,74,275,194
"15",91972229,91976104,154,151,333,258
"15",92009164,92015797,212,201,473,338
"15",92095623,92099230,136,112,288,217
"15",92383667,92397175,692,608,615,424
"15",92509738,92511756,85,81,131,137
"15",92603446,92606991,140,163,239,194
"15",92693245,92695878,96,71,134,102
"15",92713515,92717502,165,163,261,185
"15",92831522,92832806,40,46,186,158
"15",93024725,93039467,834,820,1062,732
"15",93084744,93095320,620,574,583,433
"15",93178534,93182055,188,181,177,98
"15",93771723,93773978,92,76,92,72
"15",93828980,93832240,148,121,303,210
"15",94025646,94030329,86,117,307,262
"15",94079514,94084840,150,167,502,351
"15",94119345,94120737,42,36,97,75
"15",94323151,94325376,90,91,192,133
"15",96272979,96275291,46,44,232,185
"15",96325893,96337644,453,408,1084,695
"15",96343747,96346379,147,134,253,136
"15",96427847,96429254,45,64,154,139
"15",96462651,96464513,53,68,165,110
"15",97957645,97963258,185,163,326,236
"15",97999738,98006042,240,273,466,264
"15",98123383,98127141,114,111,221,165
"15",98289916,98295508,243,237,265,167
"15",98414288,98432091,1316,1130,1149,774
"15",98437122,98445004,335,309,370,251
"15",98544849,98552467,433,380,425,304
"15",98609200,98613179,140,143,301,176
"15",98646921,98648656,78,66,109,94
"15",98743331,98746691,84,80,207,155
"15",98753846,98755573,35,27,136,126
"15",98776643,98780046,136,105,307,206
"15",98786005,98788921,56,44,211,165
"15",98798206,98804357,163,137,455,347
"15",98821867,98824372,42,44,163,128
"15",98850020,98859404,269,257,906,616
"15",98872398,98875925,72,71,256,205
"15",98896117,98897695,32,45,168,145
"15",98906292,98909804,93,104,247,141
"15",99094465,99103743,482,434,527,401
"15",99122954,99127367,192,172,392,249
"15",99211981,99213630,30,29,127,84
"15",99306190,99308223,27,20,144,113
"15",99423314,99428269,256,255,414,262
"15",99473615,99478230,223,253,378,243
"15",99482984,99487653,205,200,274,171
"15",99502234,99505491,144,170,172,150
"15",99650267,99652631,41,29,157,116
"15",99707674,99710052,75,74,247,167
"15",100241461,100242838,65,44,144,94
"15",100703070,100706323,147,126,245,181
"15",100710646,100718835,394,373,599,351
"15",100720334,100722651,86,111,205,146
"15",100759826,100772232,837,762,1075,715
"15",100919886,100921425,75,56,77,59
"15",100958151,100960758,85,71,251,212
"15",101126625,101129266,91,79,281,184
"15",101167686,101171408,93,84,312,217
"15",101198002,101202144,146,163,410,323
"15",101261823,101270233,398,329,630,434
"15",101303065,101311105,498,528,584,382
"15",101317902,101334821,1019,979,1030,718
"15",101351833,101364185,652,644,894,581
"15",101404128,101412262,476,426,591,411
"15",101424008,101442194,976,977,1458,948
"15",101443767,101451657,407,354,619,395
"15",101490575,101503607,874,781,1034,650
"15",101525315,101547096,1280,1174,1939,1200
"15",101549147,101554202,253,214,393,255
"15",101576831,101580611,180,153,347,205
"15",101609627,101618538,526,535,660,377
"15",101723233,101725995,92,95,214,109
"16",55259,94677,2233,2168,2025,1353
"16",263218,277550,910,828,515,302
"16",278416,285552,410,404,270,163
"16",327112,330680,172,191,196,150
"16",351854,381439,1644,1528,1076,660
"16",471195,478254,347,347,473,318
"16",523532,531053,400,390,366,254
"16",533094,541021,480,424,360,174
"16",545268,560026,713,732,505,258
"16",561057,570763,596,565,368,223
"16",697173,737809,2579,2488,1766,1064
"16",759255,767516,585,597,338,199
"16",772666,806480,1916,1930,1381,795
"16",969499,993524,1673,1600,1035,578
"16",994759,1016004,1628,1605,1088,689
"16",1034781,1057804,1404,1291,819,509
"16",1093498,1136331,2895,2846,1629,956
"16",1139856,1146700,390,352,278,179
"16",1153831,1190867,2400,2378,1749,996
"16",1270375,1292954,1301,1143,931,552
"16",1298824,1302136,156,189,147,77
"16",1330021,1353487,1398,1415,952,574
"16",1609963,1614161,126,143,166,128
"16",1677983,1679136,48,50,68,48
"16",1898604,1910531,702,673,516,337
"16",1911379,1933774,1566,1454,1094,722
"16",1937256,1943658,294,338,301,201
"16",2001902,2010633,416,433,447,247
"16",2015925,2048887,2399,2245,2394,1499
"16",2051554,2058880,318,317,267,183
"16",2091616,2097463,313,314,333,215
"16",2142465,2162559,1094,1037,1074,625
"16",2177763,2200878,1253,1221,899,514
"16",2364699,2366962,65,63,129,112
"16",2422224,2430769,412,389,447,321
"16",2453025,2485629,1540,1550,1281,836
"16",2495601,2502960,392,438,381,244
"16",2526256,2533231,408,406,364,223
"16",2777913,2791376,607,669,608,399
"16",2810459,2812623,177,153,131,81
"16",2834773,2842823,485,451,533,302
"16",2882199,2884247,88,114,127,85
"16",2904054,2906293,168,202,276,197
"16",2959208,2978218,1352,1285,1096,692
"16",2981981,3001789,1241,1185,775,570
"16",3003133,3014757,550,522,414,279
"16",3745375,3747672,55,68,146,95
"16",3946048,3947644,77,72,74,42
"16",4175043,4178325,100,105,149,127
"16",4297192,4299703,104,105,93,50
"16",4350747,4352125,60,67,70,38
"16",4401014,4405957,258,254,228,149
"16",4476071,4477190,49,48,86,52
"16",4500198,4501489,65,39,100,90
"16",4613105,4615158,96,113,89,57
"16",4858615,4861285,142,126,233,188
"16",4913250,4915971,124,114,239,173
"16",4942819,4947040,169,152,308,212
"16",4957841,4961070,181,216,212,133
"16",5097240,5099031,108,96,135,92
"16",8882169,8890871,411,336,671,409
"16",9047210,9048778,66,62,171,133
"16",9138185,9140345,94,93,129,98
"16",10078220,10082833,159,164,396,295
"16",10120879,10122511,25,30,122,101
"16",10558249,10561210,151,151,267,174
"16",10827828,10829506,115,78,147,107
"16",10869142,10872060,123,132,253,183
"16",10962621,10966006,110,113,188,111
"16",10988410,10994516,144,131,409,264
"16",11130094,11138829,282,328,549,387
"16",11200515,11203617,170,179,226,163
"16",11355882,11360538,187,145,283,175
"16",11361394,11363693,122,122,323,245
"16",11495816,11497876,70,79,167,99
"16",15550311,15552180,78,77,120,89
"16",15960007,15961081,44,40,119,90
"16",15965826,15967525,58,57,144,99
"16",15995897,15998955,94,76,259,195
"16",16021126,16023176,55,48,160,108
"16",19085673,19086904,56,46,125,91
"16",19555252,19556603,39,30,93,47
"16",20114206,20115733,26,38,99,72
"16",21299940,21302707,91,95,141,107
"16",22188341,22193032,210,227,337,281
"16",22206033,22208022,100,104,192,138
"16",22219859,22221179,63,58,102,75
"16",23504104,23506474,87,103,213,168
"16",24070053,24072860,74,67,110,73
"16",24075855,24077313,97,73,146,106
"16",24499245,24501093,90,84,100,71
"16",24847733,24856075,226,182,477,369
"16",27426456,27427780,43,48,94,62
"16",27717784,27719280,80,82,94,60
"16",27726128,27727317,36,54,120,79
"16",28273866,28282876,323,383,397,257
"16",29302352,29305094,182,169,135,109
"16",29806213,29817510,650,656,764,474
"16",29819333,29822828,143,127,292,227
"16",29824308,29827233,56,64,179,106
"16",30020437,30036705,890,825,841,496
"16",30088882,30093019,190,185,222,161
"16",30350260,30353647,200,202,263,154
"16",30370519,30373087,113,121,143,93
"16",30428979,30430760,77,69,135,88
"16",30698006,30699517,47,36,87,65
"16",30921016,30928953,246,275,277,168
"16",30935238,30936270,38,51,86,46
"16",30941733,30943130,73,74,107,78
"16",31451812,31454107,84,96,183,137
"16",46573181,46576879,117,86,265,186
"16",46631188,46633955,184,178,240,194
"16",46686776,46692015,182,164,481,355
"16",46726837,46739551,758,674,697,506
"16",46754460,46761883,528,552,579,409
"16",46765010,46767084,99,101,173,124
"16",46830081,46832024,63,64,177,120
"16",46857488,46860772,128,111,314,281
"16",46879540,46890466,623,606,886,586
"16",46972503,46975706,73,66,190,158
"16",47014041,47018802,183,186,331,247
"16",47141692,47146007,177,168,358,227
"16",47390138,47394519,113,117,286,208
"16",47711800,47715499,116,105,328,262
"16",47731020,47735616,144,120,396,381
"16",47847223,47850137,111,143,276,215
"16",47857675,47859803,152,134,194,175
"16",47865506,47867236,94,110,157,197
"16",47886456,47890335,175,179,469,360
"16",47903226,47906300,111,108,343,228
"16",48010485,48015473,136,146,415,329
"16",48051557,48057201,256,251,512,344
"16",48080187,48089503,316,288,815,568
"16",48121425,48130108,281,298,840,631
"16",48164922,48167808,111,141,241,182
"16",48229088,48233879,132,139,276,181
"16",48244158,48247539,64,49,249,162
"16",48352235,48356169,58,57,188,124
"16",48365092,48367582,110,119,289,196
