"seqnames","start","end","width","strand","Conc","Conc_YAF","Conc_GFP","Fold","p.value","FDR","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS"
"chr1",201547677,201576515,28839,"*",10.0777324356226,10.4143258707588,9.63791647649522,0.67978998155922,0.00032498399322129,0.00174477846936908,"Intron (ENST00000648727.1/ENST00000648727.1, intron 1 of 1)",1,201539127,201826969,287843,1,"89796","ENST00000685211.1",8550
"chr7",155967322,156007752,40431,"*",11.3393516550377,10.8706663458686,11.6925362540657,-0.712912151215565,0.000325591086791522,0.00174685353407999,"Exon (ENST00000683260.1/389602, exon 2 of 2)",7,155962632,155966343,3712,1,"389602","ENST00000377722.2",4690
"chr14",101191078,101203411,12334,"*",8.1548477337751,7.6781138770788,8.51256565558029,-0.720381260850059,0.000326687775820001,0.0017506337604535,"Exon (ENST00000671691.1/ENST00000671691.1, exon 1 of 6)",14,101145480,101145695,216,2,"124903435","ENST00000384034.2",-45383
"chr8",139688136,139718482,30347,"*",10.3444855080724,9.87384501431058,10.6987749987888,-0.714790112871515,0.000326737807545179,0.0017506337604535,"Promoter (<=1kb)",8,139600838,139703041,102204,2,"51305","ENST00000522317.5",0
"chr14",85233659,85234857,1199,"*",4.86620451516731,5.51731682816953,3.64734266181543,1.31657680641148,0.000328024892640814,0.00175634153132022,"Exon (ENST00000556016.1/ENST00000556016.1, exon 2 of 3)",14,85385927,85388765,2839,1,"105370605","ENST00000554753.2",-151070
"chr1",2399116,2422673,23558,"*",10.02761180966,9.54708318961092,10.3874534597283,-0.725861525056621,0.000329574859753155,0.00176344818539543,"Promoter (<=1kb)",1,2401951,2403227,1277,1,"11079","ENST00000462129.1",0
"chr15",90357310,90359043,1734,"*",5.5021214004072,6.06333442225829,4.57111047525891,1.13598754599589,0.000330351718411606,0.00176641138291797,"Promoter (2-3kb)",15,90354613,90360067,5455,1,"342132","ENST00000558586.1",2697
"chr15",38023538,38025205,1668,"*",5.38766076196707,5.96828619491622,4.40059428051596,1.18503026123559,0.000330789704877128,0.00176755983328068,"Exon (ENST00000669882.1/ENST00000669882.1, exon 3 of 3)",15,38040393,38062340,21948,1,"101928227","ENST00000558897.1",-15188
"chr7",48188076,48189550,1475,"*",5.14608492881963,5.74604616078547,4.10012981554228,1.21817751413596,0.000333371271741586,0.00178015313615753,"Intron (ENST00000417403.5/154664, intron 1 of 17)",7,48171458,48647497,476040,1,"154664","ENST00000435803.6",16618
"chr3",42495227,42521578,26352,"*",9.52724751068738,9.08404441827415,9.86581474487227,-0.682087521884838,0.000333641073071931,0.0017803933003077,"Promoter (<=1kb)",3,42501912,42527496,25585,1,"7433","ENST00000450274.5",0
"chr7",151327742,151337947,10206,"*",8.34783553063455,8.67710212002477,7.92048364070544,0.665365149861345,0.0003354649642954,0.00178830059753507,"Distal Intergenic",7,151341772,151378449,36678,1,"51667","ENST00000413040.7",-3825
"chr11",18382624,18385013,2390,"*",6.64081108633698,7.06680235156743,6.03368834965354,0.863113613417174,0.00033557452808904,0.00178830059753507,"Promoter (2-3kb)",11,18387787,18387860,74,1,"100423016","ENST00000584572.1",-2774
"chr19",17959443,18004518,45076,"*",11.1329719354823,10.6577473778478,11.4898427567176,-0.719923436997062,0.000336073041793391,0.00178975280293333,"Promoter (<=1kb)",19,18001132,18014102,12971,1,"27106","ENST00000379656.7",0
"chr13",24736098,24750017,13920,"*",8.66925768804178,8.1601180114678,9.04483508429241,-0.756370008149882,0.000340269258184614,0.00181088189218008,"Promoter (<=1kb)",13,24723101,24738690,15590,2,"105370118","ENST00000649394.1",0
"chr20",3642075,3682997,40923,"*",10.9125548025975,10.4476884003472,11.2635745291798,-0.707664703635524,0.000342958313098402,0.00182396701237491,"Promoter (<=1kb)",20,3659248,3663399,4152,2,"64096","ENST00000290417.7",0
"chr1",24020708,24024214,3507,"*",6.65508494934768,7.07609800559322,6.05809656695609,0.851637252803913,0.000343441981594549,0.00182531345788405,"Distal Intergenic",1,24040835,24086799,45965,1,"107984931","ENST00000439239.2",-16621
"chr9",124445622,124460789,15168,"*",9.15643546066345,8.67675274226737,9.51580445853436,-0.723713626322014,0.000343828471514339,0.00182614196238903,"Promoter (<=1kb)",9,124450451,124478580,28130,1,"347088","ENST00000696331.1",0
"chr1",1351361,1364712,13352,"*",9.61375115402697,9.12577046231846,9.97773809601576,-0.733447235955335,0.000344066839052132,0.00182618317590739,"Promoter (<=1kb)",1,1352689,1354264,1576,2,"54587","ENST00000474033.5",0
"chr8",120396891,120400475,3585,"*",6.92301991552062,7.33047602416378,6.35310171173974,0.827547531809925,0.00034768691340369,0.00184389654172478,"Intron (ENST00000521648.5/28998, intron 1 of 2)",8,120380761,120414112,33352,2,"28998","ENST00000521648.5",13637
"chr4",75511608,75515334,3727,"*",7.01346299401944,7.61026553552281,5.97734844318894,1.21276011706152,0.00034786986151494,0.00184389654172478,"Promoter (<=1kb)",4,75513946,75516931,2986,1,"152815","ENST00000506261.5",0
"chr10",44945421,44954660,9240,"*",8.0681515673733,8.42034423674277,7.60121802135142,0.712053929203058,0.000359352582171712,0.00190348702221926,"Intron (ENST00000425541.2/ENST00000425541.2, intron 1 of 1)",10,44959407,44994707,35301,1,"83937","ENST00000489171.5",-4747
"chr20",44579345,44588443,9099,"*",8.09975816479705,8.46312110104611,7.61290309631134,0.736798936438323,0.000363032284917938,0.00192169295739649,"Promoter (<=1kb)",20,44582579,44619037,36459,1,"11142","ENST00000372886.6",0
"chr7",1837789,1870300,32512,"*",9.60876504448821,9.11879657296228,9.97385209546756,-0.734730880803416,0.000364307147312419,0.00192652971550395,"Promoter (<=1kb)",7,1838586,1849931,11346,1,"100127955","ENST00000402221.4",0
"chr1",193320196,193322673,2478,"*",5.90621280714841,6.40731493730283,5.13199525127481,1.01361035651433,0.00036443256898913,0.00192652971550395,"Intron (ENST00000420807.1/101929184, intron 1 of 3)",1,193304745,193365953,61209,1,"101929184","ENST00000420807.1",15451
"chr8",142594172,142642067,47896,"*",12.0350403216918,11.517002265249,12.4154142104433,-0.766894408792472,0.000367641598860242,0.00194219734581338,"Promoter (<=1kb)",8,142616293,142640641,24349,1,"101928087","ENST00000685588.1",0
"chr4",2295030,2309379,14350,"*",8.92396911902815,8.45658742770313,9.2764157286897,-0.708218818542319,0.000372104312848381,0.00196446270229755,"Exon (ENST00000510632.1/ENST00000510632.1, exon 1 of 3)",4,2269582,2287715,18134,2,"57732","ENST00000508471.5",-7315
"chr17",7682995,7691871,8877,"*",8.16165791338228,8.51071138828147,7.70024636178105,0.704896343064557,0.000373269215166101,0.00196929974343794,"Promoter (<=1kb)",17,7686071,7703502,17432,1,"55135","ENST00000431639.6",0
"chr19",49523439,49535809,12371,"*",9.05997085229507,8.60933265959218,9.40284517162504,-0.688780121534893,0.000373658775710224,0.00197004250655743,"Promoter (<=1kb)",19,49528003,49543633,15631,1,"57333","ENST00000270645.8",0
"chr9",108771382,108791210,19829,"*",9.18832355416357,9.53165433150673,8.7368938453868,0.692671878095575,0.000375001037673611,0.00197548803463945,"Distal Intergenic",9,108854588,108855986,1399,2,"10880","ENST00000374667.5",64776
"chr6",13908639,13920558,11920,"*",8.42622440564173,8.76313296554072,7.98586852113202,0.680485470061254,0.000375410139691682,0.00197548803463945,"Distal Intergenic",6,13924446,13977272,52827,1,"221687","ENST00000488763.5",-3888
"chr11",65756852,65805800,48949,"*",11.1877469342367,10.7385556193953,11.529785834591,-0.688178202388474,0.000375440016685488,0.00197548803463945,"Promoter (<=1kb)",11,65789051,65789875,825,2,"101927828","ENST00000534178.5",0
"chr3",52011850,52027464,15615,"*",8.80723620085985,8.35132016342616,9.1531467477001,-0.694390406310526,0.000376483567232968,0.00197966359157893,"Distal Intergenic",3,51994935,51995895,961,2,"6159","ENST00000486565.1",-15955
"chr5",36645841,36647458,1618,"*",5.25456188206661,5.85497594180153,4.20718874075144,1.22246054788554,0.000378664565455289,0.00198981067938981,"Intron (ENST00000680318.1/6507, intron 3 of 9)",5,36630415,36671233,40819,1,"6507","ENST00000680016.1",15426
"chr1",39156862,39162127,5266,"*",7.46186527616995,7.84801565381473,6.93299763958589,0.783313475076032,0.000379037115792229,0.00199044755965429,"Promoter (<=1kb)",1,39158864,39333181,174318,1,"23499","ENST00000672812.1",0
"chr17",78774110,78776495,2386,"*",5.97101231288802,6.47770390927753,5.18317498764512,1.02212743921923,0.00038348888809746,0.0020112556933303,"Intron (ENST00000591455.5/9267, intron 1 of 12)",17,78674048,78782272,108225,2,"9267","ENST00000591455.5",5777
"chr22",38422478,38432648,10171,"*",8.28729664049885,7.82318306315415,8.63788854274093,-0.703076474536297,0.000383507525814971,0.0020112556933303,"Promoter (<=1kb)",22,38424288,38427336,3049,1,"101927183","ENST00000433230.1",0
"chr6",45674845,45679886,5042,"*",7.48895826779887,7.87142157927232,6.96701740428475,0.773486546578525,0.000385137095005902,0.00201846502670532,"Distal Intergenic",6,45573346,45576770,3425,2,"105375077","ENST00000563807.1",-98075
"chr1",40690576,40693113,2538,"*",6.19026792115249,6.68833323924463,5.42337468852464,1.02174907831673,0.00038592968231065,0.00202128118665214,"Promoter (<=1kb)",1,40690380,40692074,1695,2,"100130557","ENST00000606277.2",0
"chr4",15449929,15453933,4005,"*",7.2435833657819,7.63030815651978,6.71363199752088,0.783385653702631,0.000386306408045895,0.00202191701607101,"Distal Intergenic",4,15469865,15482259,12395,1,"57545","ENST00000515124.6",-15932
"chr20",41586007,41588836,2830,"*",6.30818023915667,6.77255703010176,5.6191689177269,0.948866635441794,0.000387066078189409,0.00202455500210167,"Intron (ENST00000373233.8/84181, intron 1 of 36)",20,41533156,41614773,81618,2,"84181","ENST00000440647.1",25937
"chr3",188943219,188957290,14072,"*",9.3499251688397,9.67675289729129,8.92668445351278,0.658303593183609,0.000388285280734341,0.0020295915103203,"Promoter (<=1kb)",3,188941196,188947679,6484,2,"100874043","ENST00000444488.2",0
"chr17",77115749,77138225,22477,"*",9.51140527830306,9.83289024225622,9.09710602824899,0.646999047596651,0.000388880705008247,0.00203136299667566,"Promoter (<=1kb)",17,77127873,77190952,63080,1,"6397","ENST00000586429.5",0
"chr16",807785,836362,28578,"*",9.71518219082403,9.22380310628282,10.0810484991943,-0.735277106378522,0.00038978002407916,0.00203471853044355,"Exon (ENST00000655150.1/ENST00000655150.1, exon 1 of 4)",16,798041,800734,2694,2,"51764","ENST00000248150.5",-7051
"chr8",143456788,143486785,29998,"*",10.2706751694758,9.80520058915613,10.6220402632163,-0.706034580404026,0.00039398268458966,0.00205530229200627,"3' UTR",8,143484497,143507840,23344,2,"23144","ENST00000528401.1",21055
"chr1",94534405,94546156,11752,"*",8.55654199136759,8.91266897459588,8.08264071721189,0.719068924973358,0.000394374608139637,0.00205599244361935,"Promoter (<=1kb)",1,94541940,94554520,12581,1,"124904223","ENST00000702722.1",0
"chr1",186617396,186618891,1496,"*",5.07346578463977,5.67790484126063,4.01340698914466,1.2173124797395,0.000394969212479325,0.00205773762738406,"Distal Intergenic",1,186674496,186675869,1374,2,"5743","ENST00000466691.1",56978
"chr4",1191179,1218070,26892,"*",10.5916115720335,10.1209924175301,10.9458890163942,-0.71203033061112,0.000395521091169957,0.00205877921789986,"Promoter (<=1kb)",4,1172049,1205088,33040,2,"100130872","ENST00000511672.5",0
"chr9",96851589,96861548,9960,"*",8.19555934397114,8.52459083533192,7.76860457123293,0.662592518479252,0.000395689098326,0.00205877921789986,"Promoter (<=1kb)",9,96816269,96854514,38246,2,"158431","ENST00000481138.6",0
"chr14",103064809,103116980,52172,"*",11.0127866973123,10.520316277761,11.3792550751938,-0.736929868638998,0.000396273236613461,0.00206046471486671,"Promoter (<=1kb)",14,103084210,103090027,5818,1,"107984640","ENST00000634353.1",0
"chr8",125630975,125673354,42380,"*",10.3959781042327,10.7339905759275,9.95372828290436,0.680005294558725,0.000396998097645748,0.00206287922260937,"Promoter (<=1kb)",8,125648327,125955592,307266,1,"105375746","ENST00000651999.1",0
"chr17",5107486,5143412,35927,"*",10.565064899937,10.1341929359863,10.8964109188205,-0.665634004783376,0.000399446140408485,0.00207423867927527,"Promoter (<=1kb)",17,5111468,5114379,2912,1,"101928000","ENST00000571138.5",0
"chr20",35814842,35816240,1399,"*",5.07112993915204,5.67483135828809,4.01340698914466,1.21485010485658,0.000403988826129177,0.00209462803253483,"Intron (ENST00000461122.5/51230, intron 1 of 5)",20,35849389,35863376,13988,1,"51230","ENST00000449988.1",-33149
"chr22",20287977,20324535,36559,"*",9.92345543210793,9.47271521995924,10.2663886070225,-0.688393574876405,0.000403991083975262,0.00209462803253483,"Promoter (<=1kb)",22,20314238,20320060,5823,2,"85359","ENST00000248879.8",0
"chr4",1398656,1423234,24579,"*",9.90359507949739,9.40531402394149,10.2732572170796,-0.74265222382219,0.000404166136344642,0.00209462803253483,"Promoter (<=1kb)",4,1402932,1406442,3511,2,"54729","ENST00000422806.2",0
"chr17",30704329,30709125,4797,"*",7.08899927618914,6.55503553080907,7.47784502296701,-0.779615316712861,0.000405833552813393,0.00210189398608846,"Promoter (<=1kb)",17,30709299,30770034,60736,1,"440423","ENST00000578070.5",-174
"chr14",105833615,105869611,35997,"*",10.0412120387301,9.56535060754411,10.3984404767236,-0.71726032884566,0.000407381963346001,0.00210853448871698,"Promoter (<=1kb)",14,105858124,105858175,52,2,"100616135","ENST00000581070.2",0
"chr19",53181475,53184749,3275,"*",6.92656913871282,7.33875291687776,6.34729720144603,0.837824260823722,0.00041017536600648,0.00212160595911516,"5' UTR",19,53179697,53193327,13631,2,"79788","ENST00000596373.1",8578
"chr15",84386435,84403829,17395,"*",8.81380611421299,8.38126128775339,9.14613752656785,-0.666062815355447,0.000411571820200682,0.00212689874123511,"Promoter (<=1kb)",15,84389729,84395903,6175,1,"105376722","ENST00000561247.1",0
"chr17",29389295,29393814,4520,"*",7.11117432996544,7.49812069371073,6.58080459203448,0.777753579066819,0.000411735796225966,0.00212689874123511,"Promoter (<=1kb)",17,29390662,29390730,69,1,"100616122","ENST00000580425.1",0
"chr1",94589272,94632692,43421,"*",10.3251265836743,10.6782490310514,9.8565511331592,0.710039432013338,0.000412070282297896,0.00212723896057173,"Promoter (<=1kb)",1,94621151,94624184,3034,2,"101928079","ENST00000435559.1",0
"chr14",104627730,104646677,18948,"*",9.24413736404159,8.77712389239228,9.59637533210131,-0.706248915730689,0.000412524515179801,0.0021279202069698,"Distal Intergenic",14,104661120,104665558,4439,2,"101929634","ENST00000564585.1",18881
"chr7",30501231,30508600,7370,"*",7.80046425264541,8.16458194487855,7.31224753184924,0.736337725652847,0.000412739668885668,0.0021279202069698,"Promoter (<=1kb)",7,30496621,30504829,8209,2,"79017","ENST00000275428.9",0
"chr5",180373410,180385533,12124,"*",8.57916715235033,8.14136499439175,8.91458359319158,-0.671891845876415,0.000414269776061769,0.00213441923008012,"Distal Intergenic",5,180335869,180353336,17468,2,"9945","ENST00000503546.1",-20074
"chr20",63148345,63197930,49586,"*",11.9967462736181,11.4985502593985,12.3663618125912,-0.742741252948894,0.000414725376441796,0.00213537727961156,"Promoter (<=1kb)",20,63166013,63173932,7920,2,"124904952","ENST00000691615.1",0
"chr16",1522624,1543971,21348,"*",9.51720480569874,9.01185364520268,9.89072620468237,-0.749559860628912,0.000417045404637435,0.00214592758890439,"Promoter (<=1kb)",16,1528688,1555580,26893,1,"79652","ENST00000253934.9",0
"chr1",114504190,114528701,24512,"*",9.70300994553221,10.0359262826029,9.26947065664496,0.669468791723218,0.000418831302536758,0.00215371758752506,"Promoter (<=1kb)",1,114392790,114511203,118414,2,"51592","ENST00000358465.7",0
"chr11",69458951,69506841,47891,"*",11.6951099513832,11.2283752461107,12.0471899086054,-0.70695034820787,0.000419147802910527,0.00215394643169919,"Promoter (<=1kb)",11,69481662,69493219,11558,1,"101928292","ENST00000644563.1",0
"chr2",224982077,224984744,2668,"*",6.37252923522565,6.82011989553946,5.7201703195743,0.901496340981848,0.000420950637807016,0.00216180810687014,"Promoter (<=1kb)",2,224765104,224982427,217324,2,"55619","ENST00000644695.1",0
"chr15",40898339,40946481,48143,"*",11.6779823043864,11.1802971315065,12.0473178370852,-0.741776620834036,0.000423041000836841,0.00217042884158234,"Promoter (<=1kb)",15,40906811,40910337,3527,1,"105370943","ENST00000503052.3",0
"chr15",41768531,41786061,17531,"*",9.04430883597763,9.36947170348261,8.62386387901188,0.654450545390643,0.00042317743798499,0.00217042884158234,"Promoter (<=1kb)",15,41774434,41825617,51184,1,"23005","ENST00000512970.5",0
"chr15",39776836,39778511,1676,"*",5.79127622215069,6.29388428891164,5.01340698914466,1.01838869695875,0.000423564330971694,0.00217100707894165,"Intron (ENST00000350221.4/161835, intron 1 of 11)",15,39782571,39785617,3047,1,"105370941","ENST00000564211.1",-4060
"chr2",240925033,240938649,13617,"*",9.45161584378011,8.99875771372176,9.79576937652498,-0.689830775770243,0.000425447688890098,0.00217924983720614,"Promoter (<=1kb)",2,240932519,240933317,799,1,"728763","ENST00000477311.1",0
"chr1",16918413,16973913,55501,"*",11.2903366170748,10.8204161601319,11.6442194813479,-0.710242328654378,0.000426832185056776,0.0021849282957108,"Promoter (<=1kb)",1,16921931,16972964,51034,1,"9696","ENST00000375541.10",0
"chr4",86830527,86832422,1896,"*",5.72801971087599,6.25353339129559,4.89294494343149,1.06109997357658,0.000427621979836449,0.0021875571436207,"Exon (ENST00000273905.7/345274, exon 3 of 6)",4,86825448,86849124,23677,2,"345274","ENST00000505535.1",16702
"chr18",9681239,9692549,11311,"*",8.28648116979294,8.65487006330743,7.79052096705103,0.744040368592168,0.000433339698123934,0.00221537577110616,"Distal Intergenic",18,9708275,9859469,151195,1,"11031","ENST00000578734.5",-15726
