"seqnames","start","end","width","strand","Fold","p.value","FDR","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS"
"chr1",3541743,3546228,4486,"*",-1.3649235257255,1.1841216991807e-10,2.26435458063903e-09,"Intron (ENST00000356575.9/1953, intron 4 of 36)",1,3489920,3531448,41529,2,"1953","ENST00000294599.8",-10295
"chr7",24905059,24908459,3401,"*",1.1775369162714,1.2104534430878e-10,2.31242059438898e-09,"Exon (ENST00000420809.1/ENST00000420809.1, exon 1 of 1)",7,24871742,24918080,46339,2,"26031","ENST00000441059.5",9621
"chr19",524052,526662,2611,"*",-1.22646345474142,1.2129383834511e-10,2.31469565483855e-09,"Distal Intergenic",19,531760,542087,10328,1,"997","ENST00000215574.9",-5098
"chr8",55609283,55611035,1753,"*",1.49017628828153,1.21403889412212e-10,2.31469565483855e-09,"Distal Intergenic",8,55517240,55520977,3738,2,"105375843","ENST00000522918.1",-88306
"chr7",1339129,1356273,17145,"*",-1.11954564209453,1.21993156610333e-10,2.32363911009613e-09,"Distal Intergenic",7,1428465,1437611,9147,2,"79778","ENST00000493998.1",81338
"chr8",142792771,142813103,20333,"*",-1.22336515820025,1.23574584622759e-10,2.3514443351494e-09,"Exon (ENST00000510610.2/ENST00000510610.2, exon 3 of 3)",8,142784882,142786539,1658,2,"8581","ENST00000301263.5",-6232
"chr16",56382842,56384409,1568,"*",1.56512039528789,1.24247893927469e-10,2.36193169449337e-09,"Promoter (1-2kb)",16,56367291,56385972,18682,2,"267","ENST00000566334.1",1563
"chr10",72691536,72695791,4256,"*",1.08448991188255,1.25309057823733e-10,2.3797642582576e-09,"Promoter (<=1kb)",10,72692143,72834420,142278,1,"90550","ENST00000603649.5",0
"chr10",62562798,62565295,2498,"*",1.27952742468029,1.27196595262091e-10,2.41324021217076e-09,"Intron (ENST00000647733.1/22891, intron 4 of 7)",10,62375544,62376352,809,1,"22891","ENST00000421210.1",187254
"chr8",142502691,142519548,16858,"*",-1.42774618093894,1.27372600205016e-10,2.41421027427802e-09,"Exon (ENST00000643448.1/575, exon 18 of 31)",8,142479120,142540020,60901,1,"575","ENST00000518820.1",23571
"chr5",109738906,109740859,1954,"*",1.57965901016459,1.28396351927562e-10,2.43123082450104e-09,"Intron (ENST00000261483.5/4124, intron 4 of 21)",5,109689927,109869625,179699,1,"4124","ENST00000261483.5",48979
"chr20",45052858,45054319,1462,"*",1.57767288513237,1.28831447620438e-10,2.43708256051461e-09,"3' UTR",20,45063977,45079188,15212,1,"6789","ENST00000698228.1",-9658
"chr8",128389951,128391709,1759,"*",1.31154489585668,1.29171642556272e-10,2.44112938958007e-09,"Distal Intergenic",8,128406261,128415381,9121,2,"101927774","ENST00000517583.1",23672
"chr3",188240140,188245060,4921,"*",1.00411697966417,1.29316673440996e-10,2.44148364026834e-09,"Promoter (<=1kb)",3,188239864,188406291,166428,1,"4026","ENST00000457242.1",276
"chr2",99860848,99863888,3041,"*",1.49557573001946,1.2962973279494e-10,2.44500646256056e-09,"Intron (ENST00000409236.6/3899, intron 5 of 22)",2,99825495,100006775,181281,2,"3899","ENST00000673529.1",142887
"chr21",35217109,35218669,1561,"*",1.58011126751682,1.30038333282235e-10,2.45026428815564e-09,"Intron (ENST00000475045.6/101928269, intron 9 of 12)",21,34787801,35049344,261544,2,"861","ENST00000300305.7",-167765
"chr22",24174332,24192769,18438,"*",-1.33709201555831,1.30161972996216e-10,2.45026428815564e-09,"Promoter (<=1kb)",22,24175779,24177538,1760,1,"23523","ENST00000459824.1",0
"chr20",64095337,64117423,22087,"*",-1.34342814584847,1.30565628892222e-10,2.45428943600203e-09,"Promoter (<=1kb)",20,64103802,64107565,3764,2,"2832","ENST00000684052.1",0
"chr1",935051,957905,22855,"*",-1.40649986088708,1.30722098655149e-10,2.45428943600203e-09,"Promoter (<=1kb)",1,939275,944259,4985,1,"148398","ENST00000455979.1",0
"chr8",143416848,143443000,26153,"*",-1.36959183950575,1.30756639894589e-10,2.45428943600203e-09,"Promoter (<=1kb)",8,143417679,143419150,1472,1,"104326051","ENST00000519762.1",0
"chr7",5282808,5285474,2667,"*",-1.34973504278015,1.32175737462516e-10,2.47851943003184e-09,"Promoter (<=1kb)",7,5282943,5306912,23970,1,"222962","ENST00000396872.8",0
"chr2",152405037,152408070,3034,"*",1.48631274213394,1.32556665490063e-10,2.48222712395851e-09,"Intron (ENST00000288670.14/114793, intron 1 of 25)",2,152335174,152649826,314653,1,"114793","ENST00000288670.14",69863
"chr5",78609644,78614238,4595,"*",1.03558845551201,1.3266502135924e-10,2.48222712395851e-09,"Intron (ENST00000380345.7/10184, intron 2 of 4)",5,78510039,78590192,80154,2,"10184","ENST00000510949.1",-19452
"chr12",113461830,113475304,13475,"*",-1.15042283372525,1.32758643054523e-10,2.48222712395851e-09,"Promoter (<=1kb)",12,113471981,113475289,3309,1,"104355219","ENST00000688833.1",0
"chr1",74649842,74654133,4292,"*",1.14378345716393,1.35609480667369e-10,2.53308027994421e-09,"Intron (ENST00000326665.10/127254, intron 1 of 14)",1,74589327,74634855,45529,2,"127254","ENST00000420661.6",-14987
"chr15",44726254,44730319,4066,"*",1.05290999381295,1.3677061912929e-10,2.55230345523799e-09,"Promoter (<=1kb)",15,44729001,44734000,5000,1,"100419583","ENST00000560141.2",0
"chr2",234879342,234882072,2731,"*",1.30439192284104,1.37470276981384e-10,2.56288607992391e-09,"Intron (ENST00000669419.1/101927896, intron 3 of 5)",2,234887369,234888526,1158,2,"101927896","ENST00000434572.1",6454
"chr3",141366350,141368944,2595,"*",1.31716333043623,1.38796405648624e-10,2.58511648401237e-09,"Promoter (<=1kb)",3,141368304,141394457,26154,1,"253461","ENST00000513619.5",0
"chr5",61301270,61305296,4027,"*",1.06454501506447,1.39744339959146e-10,2.60026691475474e-09,"Promoter (<=1kb)",5,61201304,61304801,103498,2,"105378992","ENST00000511794.6",0
"chr15",70701635,70704029,2395,"*",1.3141265353818,1.40373466769432e-10,2.60946176255138e-09,"Promoter (<=1kb)",15,70656802,70702308,45507,2,"55075","ENST00000379983.6",0
"chr4",1628926,1634521,5596,"*",-1.20287185699396,1.40626863219115e-10,2.61166104381858e-09,"Intron (ENST00000489029.1/152877, intron 1 of 1)",4,1641562,1644953,3392,2,"152877","ENST00000467215.1",10432
"chr1",10063616,10067369,3754,"*",1.22623367305064,1.42105972998323e-10,2.63659767368193e-09,"Intron (ENST00000253251.12/10277, intron 1 of 26)",1,10033274,10073118,39845,1,"10277","ENST00000377153.5",30342
"chr6",4059171,4060327,1157,"*",1.47042475320746,1.45041822669932e-10,2.68848855002665e-09,"Promoter (<=1kb)",6,4060982,4062069,1088,1,"8899","ENST00000490653.1",-655
"chr22",41904404,41921318,16915,"*",-1.1772414371483,1.4593374974682e-10,2.70223079010153e-09,"Promoter (<=1kb)",22,41909543,41915074,5532,2,"440829","ENST00000621082.2",0
"chr8",132477528,132483022,5495,"*",-1.0119181084407,1.46062751546894e-10,2.70223079010153e-09,"Promoter (<=1kb)",8,132120861,132481095,360235,2,"3786","ENST00000388996.10",0
"chr19",6576636,6580943,4308,"*",1.13418709519781,1.46583772371272e-10,2.70927731477419e-09,"Distal Intergenic",19,6583183,6591139,7957,2,"970","ENST00000423145.7",10196
"chr4",98515138,98517853,2716,"*",1.38990886861681,1.4846449206936e-10,2.74141740704578e-09,"Intron (ENST00000508798.5/10098, intron 1 of 7)",4,98472345,98485532,13188,2,"10098","ENST00000511753.5",-29606
"chr16",88454388,88459394,5007,"*",-1.04797012428487,1.5037837113993e-10,2.7741078714201e-09,"Promoter (<=1kb)",16,88453627,88516646,63020,1,"161882","ENST00000562437.2",761
"chr22",46617329,46622228,4900,"*",-1.17753700974169,1.52486472507058e-10,2.81031551284933e-09,"Promoter (<=1kb)",22,46620386,46679785,59400,1,"23151","ENST00000406902.6",0
"chr10",132876034,132887128,11095,"*",-1.28204372573,1.52957891797173e-10,2.81631897344262e-09,"Promoter (<=1kb)",10,132872528,132876908,4381,2,"54777","ENST00000417862.2",0
"chr1",111226487,111230817,4331,"*",1.10653593252079,1.53502624298533e-10,2.8236595961594e-09,"Promoter (<=1kb)",1,111227016,111236080,9065,1,"1117","ENST00000528451.5",0
"chr5",111746914,111750039,3126,"*",1.25929102801792,1.56989374405374e-10,2.88505282830713e-09,"Intron (ENST00000514515.5/9315, intron 2 of 5)",5,111729303,111756251,26949,2,"9315","ENST00000447165.6",6212
"chr3",177811706,177813794,2089,"*",1.54607442900775,1.61268447972686e-10,2.9608764526647e-09,"Distal Intergenic",3,177816865,177899224,82360,1,"102724550","ENST00000436078.5",-3071
"chr1",183059081,183061508,2428,"*",1.45911969947514,1.62576510786853e-10,2.97923382278885e-09,"Intron (ENST00000258341.5/3915, intron 1 of 27)",1,183096544,183110631,14088,1,"3915","ENST00000484114.2",-35036
"chr14",68575152,68578993,3842,"*",1.24629928183076,1.63422507801395e-10,2.9919008932996e-09,"Intron (ENST00000487861.5/5890, intron 10 of 10)",14,68545562,68594988,49427,1,"5890","ENST00000556251.1",29590
"chr3",31076568,31080084,3517,"*",1.53341810739778,1.64146667185284e-10,3.00231553140312e-09,"Distal Intergenic",3,31161704,31161787,84,2,"100423038","ENST00000580653.1",81703
"chr2",222959252,222960516,1265,"*",1.43164741131015,1.66118854386705e-10,3.03264949183963e-09,"Distal Intergenic",2,222933018,222941824,8807,1,"2181","ENST00000495541.1",26234
"chr11",27208835,27211742,2908,"*",1.48488507399336,1.68338463346037e-10,3.07027123761221e-09,"Intron (ENST00000526061.5/103695435, intron 2 of 3)",11,27047186,27218735,171550,2,"103695435","ENST00000526061.5",6993
"chr1",100596591,100598096,1506,"*",1.77758991735778,1.70625529408511e-10,3.10905123473586e-09,"Distal Intergenic",1,100627049,100640613,13565,2,"100128787","ENST00000416343.2",42517
"chr19",1307391,1332224,24834,"*",-1.24426786071108,1.73220521462292e-10,3.15039731084711e-09,"Exon (ENST00000590086.2/ENST00000590086.2, exon 1 of 2)",19,1285873,1301431,15559,1,"1943","ENST00000215368.4",21518
"chr10",132889070,132892066,2997,"*",-1.18832072665703,1.73530274660438e-10,3.15306466166377e-09,"Intron (ENST00000368586.10/54777, intron 25 of 57)",10,132872528,132876908,4381,2,"54777","ENST00000417862.2",-12162
"chr6",25359116,25361044,1929,"*",1.41591876114817,1.73845821637575e-10,3.15583217814013e-09,"Intron (ENST00000461945.1/55604, intron 2 of 8)",6,25279675,25619729,340055,1,"55604","ENST00000700669.1",79441
"chr17",13560908,13563910,3003,"*",1.09420189178084,1.75162624896909e-10,3.1737760329259e-09,"Intron (ENST00000284110.2/9955, intron 1 of 1)",17,13496170,13556043,59874,2,"9955","ENST00000578576.1",-4865
"chr1",24895868,24907863,11996,"*",-1.17698984570191,1.75951855371362e-10,3.1850910298638e-09,"3' UTR",1,24919345,24919416,72,2,"102465437","ENST00000614863.1",11553
"chr19",18883597,18901700,18104,"*",-1.11557419336706,1.76646785916038e-10,3.1946794313515e-09,"Promoter (<=1kb)",19,18877909,18896135,18227,2,"10715","ENST00000429504.6",0
"chr20",47351066,47353115,2050,"*",1.55089328153186,1.77338361539688e-10,3.20418929312784e-09,"Promoter (<=1kb)",20,47352561,47354633,2073,1,"101927377","ENST00000413818.2",0
"chr15",48802833,48805030,2198,"*",1.51922920693554,1.80634939811188e-10,3.2607052207e-09,"Intron (ENST00000380950.7/22995, intron 2 of 26)",15,48797717,48810594,12878,2,"22995","ENST00000558591.1",5564
"chr15",89847955,89849423,1469,"*",1.6047778921765,1.83710684386243e-10,3.3131330795142e-09,"Promoter (<=1kb)",15,89835597,89849007,13411,2,"10239","ENST00000561410.5",0
"chr13",50244403,50245746,1344,"*",1.41449174257715,1.84079611019438e-10,3.3166925627575e-09,"Intron (ENST00000486895.5/10301, intron 1 of 1)",13,50224281,50401366,177086,1,"10301","ENST00000483444.5",20122
"chr13",50399504,50402532,3029,"*",1.32587273509404,1.84843932085477e-10,3.32642873896449e-09,"Promoter (<=1kb)",13,50401226,50528643,127418,1,"10301","ENST00000469095.6",0
"chr5",14248510,14253143,4634,"*",1.05520602391117,1.84964097366515e-10,3.32642873896449e-09,"Intron (ENST00000698541.1/7204, intron 1 of 36)",5,14290977,14297513,6537,1,"7204","ENST00000504606.1",-37834
"chr5",111983348,111984852,1505,"*",1.84399268821819,1.85916852918009e-10,3.34045587124894e-09,"Intron (ENST00000507222.5/100873948, intron 3 of 3)",5,111729984,111976931,246948,2,"9315","ENST00000395634.7",-6417
"chr7",135761618,135763452,1835,"*",1.32929593268407,1.86151080223887e-10,3.3415588059131e-09,"Distal Intergenic",7,135729592,135748813,19222,2,"389558","ENST00000338588.8",-12805
"chr9",136968295,137000944,32650,"*",-1.33966685176347,1.87290971236938e-10,3.35786248907791e-09,"Promoter (<=1kb)",9,136969243,136971990,2748,1,"101928638","ENST00000371629.1",0
"chr7",158409201,158412059,2859,"*",-1.12448075378045,1.87406694548961e-10,3.35786248907791e-09,"Intron (ENST00000389413.7/5799, intron 2 of 21)",7,158532718,158532813,96,2,"693180","ENST00000384905.1",120754
"chr5",113081009,113085314,4306,"*",1.19208817160253,1.88788024376136e-10,3.37948044005911e-09,"Exon (ENST00000302475.8/4163, exon 7 of 17)",5,113048563,113064040,15478,2,"4163","ENST00000624689.3",-16969
"chr9",18473006,18475428,2423,"*",1.24025650142826,1.89986933565239e-10,3.39465562533897e-09,"Promoter (<=1kb)",9,18474100,18684957,210858,1,"92949","ENST00000327883.11",0
"chr10",132936720,132949535,12816,"*",-1.10959930817626,1.92148403999687e-10,3.4301062738005e-09,"Promoter (<=1kb)",10,132808392,132942570,134179,2,"54777","ENST00000368586.10",0
"chr1",115164718,115194752,30035,"*",1.01030066586519,1.95179159444239e-10,3.48099510104749e-09,"Distal Intergenic",1,115099580,115102686,3107,1,"105378916","ENST00000448680.2",65138
"chr10",132222295,132261738,39444,"*",-1.37341427581579,1.95491173038304e-10,3.48334640400878e-09,"Promoter (<=1kb)",10,132207492,132249108,41617,2,"282974","ENST00000462160.5",0
"chr1",68103543,68108671,5129,"*",1.09347847515427,1.95970734247769e-10,3.48867606373123e-09,"Intron (ENST00000420587.5/100289178, intron 6 of 9)",1,68125974,68138162,12189,2,"79971","ENST00000498615.1",29491
"chr1",198879550,198881611,2062,"*",1.52911003334035,1.98451046429919e-10,3.52507231722719e-09,"Intron (ENST00000660348.1/100131234, intron 2 of 2)",1,198859044,198859153,110,2,"406995","ENST00000385026.1",-20397
"chr1",10802841,10821488,18648,"*",-1.04878437248012,1.98541669845677e-10,3.52507231722719e-09,"Distal Intergenic",1,10647213,10796650,149438,2,"54897","ENST00000344008.5",-6191
"chr5",168324776,168326097,1322,"*",1.42454187554578,1.9884259886619e-10,3.52681097603674e-09,"Intron (ENST00000265293.9/23286, intron 1 of 22)",5,168316620,168397786,81167,1,"23286","ENST00000519859.1",8156
"chr7",157734403,157746947,12545,"*",-1.06805352523818,2.00883363471778e-10,3.55974158203473e-09,"Exon (ENST00000448541.1/ENST00000448541.1, exon 1 of 2)",7,157854529,157857852,3324,1,"100506585","ENST00000436151.5",-107582
"chr1",77538776,77540958,2183,"*",1.28046240163345,2.01247788198369e-10,3.56293359820427e-09,"Promoter (<=1kb)",1,77540496,77558731,18236,1,"26289","ENST00000466393.1",0
"chr8",8599956,8602415,2460,"*",1.60277002856158,2.0161454855479e-10,3.56301187947544e-09,"Distal Intergenic",8,8564648,8574033,9386,1,"105379224","ENST00000670256.1",35308
"chr22",50670604,50673857,3254,"*",-1.05741063063745,2.01803739771829e-10,3.56301187947544e-09,"Promoter (<=1kb)",22,50672714,50674174,1461,1,"85358","ENST00000661649.1",0
"chr5",178245720,178250475,4756,"*",-1.17266780386943,2.0189699314904e-10,3.56301187947544e-09,"Promoter (<=1kb)",5,178237634,178247552,9919,2,"91522","ENST00000679888.1",0
"chr4",38160398,38164786,4389,"*",1.19343137336713,2.02453625641441e-10,3.56301187947544e-09,"Distal Intergenic",4,38132760,38137249,4490,1,"23216","ENST00000492180.1",27638
"chr5",113140800,113143344,2545,"*",1.18360126651424,2.02524966291609e-10,3.56301187947544e-09,"5' UTR",5,113101500,113122830,21331,2,"4163","ENST00000502648.5",-17970
"chr4",1515610,1525959,10350,"*",-1.10607314876392,2.02542288084804e-10,3.56301187947544e-09,"Distal Intergenic",4,1574055,1580527,6473,2,"152877","ENST00000466692.3",54568
"chr1",2601878,2613726,11849,"*",-1.28691567338805,2.02961965869487e-10,3.56434715115745e-09,"Promoter (<=1kb)",1,2606281,2611401,5121,2,"79258","ENST00000509374.1",0
"chr5",151895616,151898110,2495,"*",1.35110558396909,2.02986924606856e-10,3.56434715115745e-09,"Intron (ENST00000274576.9/2741, intron 1 of 8)",5,151849691,151924832,75142,2,"2741","ENST00000471351.2",26722
"chr2",190835459,190839068,3610,"*",1.30316929539353,2.05475413286084e-10,3.60476965976394e-09,"Intron (ENST00000676095.2/ENST00000676095.2, intron 1 of 8)",2,190880821,190965552,84732,1,"2744","ENST00000320717.8",-41753
"chr7",68691129,68692674,1546,"*",1.41105066141361,2.06663649891238e-10,3.6223285071145e-09,"Distal Intergenic",7,69026433,69046803,20371,1,"105375342","ENST00000447158.2",-333759
"chr22",19727807,19777129,49323,"*",-1.32027883918328,2.09625637694675e-10,3.67091707749199e-09,"Promoter (<=1kb)",22,19756703,19767334,10632,1,"6899","ENST00000332710.8",0
"chr2",9673957,9676962,3006,"*",1.19882632102251,2.14878954857933e-10,3.75950663734698e-09,"Exon (ENST00000483023.1/ENST00000483023.1, exon 1 of 5)",2,9638793,9712884,74092,1,"105373418","ENST00000663514.1",35164
"chr19",400981,404151,3171,"*",-1.18467816028565,2.15334726556405e-10,3.76407438382909e-09,"Distal Intergenic",19,405445,409147,3703,2,"126567","ENST00000332235.8",4996
"chr10",29955460,29959518,4059,"*",1.10096844750939,2.16103981932908e-10,3.77157518192577e-09,"Distal Intergenic",10,29991111,30001119,10009,2,"107984218","ENST00000693172.2",41601
"chr20",4949721,4951990,2270,"*",1.23942901678052,2.16154001012453e-10,3.77157518192577e-09,"Intron (ENST00000379333.5/9962, intron 2 of 16)",20,4852358,5001510,149153,2,"9962","ENST00000338244.6",49520
"chr15",69723089,69729474,6386,"*",-1.03402978976098,2.16897741721316e-10,3.78113980225266e-09,"Intron (ENST00000647319.1/104472713, intron 7 of 11)",15,69692510,69695750,3241,1,"104472713","ENST00000674248.1",30579
"chr8",131902902,131906995,4094,"*",1.05060024744086,2.18930046926652e-10,3.81047581122003e-09,"Promoter (<=1kb)",8,131904093,132013642,109550,1,"23167","ENST00000254624.10",0
"chr21",38850521,38854465,3945,"*",1.09357261134865,2.18974738854056e-10,3.81047581122003e-09,"Intron (ENST00000663561.1/400867, intron 2 of 2)",21,38857539,38858861,1323,1,"101928398","ENST00000671443.1",-3074
"chr3",189838685,189841944,3260,"*",1.24863247443571,2.19640400704891e-10,3.81751350656848e-09,"Intron (ENST00000264731.8/8626, intron 4 of 13)",3,189829922,189830009,88,1,"100126340","ENST00000401239.1",8763
"chr13",40108998,40110588,1591,"*",1.75169826649734,2.19774092629738e-10,3.81751350656848e-09,"Intron (ENST00000615947.1/ENST00000615947.1, intron 2 of 3)",13,40172505,40189028,16524,1,"100874127","ENST00000455241.2",-61917
"chr1",163170803,163172447,1645,"*",1.64975987884421,2.21837499253631e-10,3.84989620562877e-09,"Intron (ENST00000415437.1/101928404, intron 2 of 3)",1,163161675,163213023,51349,1,"101928404","ENST00000415437.1",9128
"chr1",93613646,93621032,7387,"*",1.06202622756286,2.22468159499984e-10,3.85737841041541e-09,"Promoter (<=1kb)",1,93561786,93614097,52312,2,"8412","ENST00000370247.7",0
"chr8",59616410,59618027,1618,"*",1.71856140148504,2.22706834686529e-10,3.85805666218159e-09,"Intron (ENST00000653946.1/105375859, intron 2 of 2)",8,59561327,59604774,43448,2,"105375860","ENST00000521456.2",-11636
"chr11",72040502,72043260,2759,"*",1.19185042473628,2.23256739344287e-10,3.8631576693619e-09,"Promoter (<=1kb)",11,72014948,72041137,26190,2,"4926","ENST00000542977.5",0
